Date,P/L,Amt,color,Returns in %,Calculated Consec. Returns in %,Calculated Consec. Returns in Decimal
2018-05-07,-8800.0,633816.4648,red,-0.022,10.60%,0.106042955
2018-05-08,14564.37,648380.8348,green,0.036410925,14.25%,0.14245387999999998
2018-05-09,4840.565,653221.3998,green,0.0121014125,15.46%,0.1545552925
2018-05-10,-1903.55,651317.8498,red,-0.004758875,14.98%,0.1497964175
2018-05-11,2373.851,653691.7008,green,0.0059346275,15.57%,0.15573104499999998
2018-05-14,1753.623,655445.3238,green,0.0043840575,16.01%,0.1601151025
2018-05-15,7966.224,663411.5478,green,0.01991556,18.00%,0.1800306625
2018-05-16,5412.285,668823.8328,green,0.0135307125,19.36%,0.19356137499999998
2018-05-17,24914.28,693738.1128,green,0.0622857,25.58%,0.255847075
2018-05-18,18510.98,712249.0928,green,0.04627745,30.21%,0.302124525
2018-05-21,-115.412,712133.6808,red,-0.00028853,30.18%,0.30183599499999997
2018-05-22,2342.934,714476.6148,green,0.005857335,30.77%,0.30769333
2018-05-23,864.9061,715341.5209,green,0.00216226525,30.99%,0.30985559525
2018-05-24,-1573.03,713768.4909,red,-0.003932575,30.59%,0.30592302025
2018-05-25,3285.287,717053.7779,green,0.0082132175,31.41%,0.31413623775
2018-05-28,-4866.28,712187.4979,red,-0.0121657,30.20%,0.30197053775
2018-05-29,-3871.66,708315.8379,red,-0.00967915,29.23%,0.29229138774999996
2018-05-30,18636.12,726951.9579,green,0.0465903,33.89%,0.33888168775
2018-05-31,9931.44,736883.3979,green,0.0248286,36.37%,0.36371028774999997
2018-06-01,1025.715,737909.1129,green,0.0025642875,0.26%,0.0025642875
2018-06-04,4862.288,742771.4009,green,0.01215572,1.47%,0.0147200075
2018-06-05,29579.56,772350.9609,green,0.0739489,8.87%,0.0886689075
2018-06-06,-2200.0,770150.9609,red,-0.0055,8.32%,0.08316890749999999
2018-06-07,-8800.0,761350.9609,red,-0.022,6.12%,0.061168907499999994
2018-06-11,-1349.3,760001.6609,red,-0.00337325,5.78%,0.05779565749999999
2018-06-12,-260.578,759741.0829,red,-0.000651445,5.71%,0.05714421249999999
2018-06-13,10117.75,769858.8329,green,0.025294375,8.24%,0.0824385875
2018-06-14,3388.371,773247.2039,green,0.0084709275,9.09%,0.090909515
2018-06-15,-6600.0,766647.2039,red,-0.0165,7.44%,0.074409515
2018-06-18,-8800.0,757847.2039,red,-0.022,5.24%,0.052409515
2018-06-20,16715.46,774562.6639,green,0.04178865,9.42%,0.094198165
2018-06-21,6774.883,781337.5469,green,0.0169372075,11.11%,0.1111353725
2018-06-25,10163.51,791501.0569,green,0.025408775,13.65%,0.1365441475
2018-06-29,-6173.71,785327.3469,red,-0.015434275,12.11%,0.1211098725
2018-07-02,12686.67,798014.0169,green,0.031716675,3.17%,0.031716675
2018-07-03,1188.941,799202.9579,green,0.0029723525,3.47%,0.0346890275
2018-07-05,-2200.0,797002.9579,red,-0.0055,2.92%,0.0291890275
2018-07-06,17486.42,814489.3779,green,0.04371605,7.29%,0.0729050775
2018-07-09,-4400.0,810089.3779,red,-0.011,6.19%,0.0619050775
2018-07-10,-6600.0,803489.3779,red,-0.0165,4.54%,0.0454050775
2018-07-11,-2200.0,801289.3779,red,-0.0055,3.99%,0.0399050775
2018-07-12,16565.59,817854.9679,green,0.041413975,8.13%,0.08131905249999999
2018-07-13,-8800.0,809054.9679,red,-0.022,5.93%,0.0593190525
2018-07-16,20806.95,829861.9179,green,0.052017375,11.13%,0.1113364275
2018-07-17,-8800.0,821061.9179,red,-0.022,8.93%,0.0893364275
2018-07-18,-2200.0,818861.9179,red,-0.0055,8.38%,0.08383642749999999
2018-07-19,3669.863,822531.7809,green,0.0091746575,9.30%,0.093011085
2018-07-23,-3217.48,819314.3009,red,-0.0080437,8.50%,0.08496738499999999
2018-07-24,-5151.17,814163.1309,red,-0.012877925,7.21%,0.07208946
2018-07-25,-8800.0,805363.1309,red,-0.022,5.01%,0.050089459999999995
2018-07-26,-8800.0,796563.1309,red,-0.022,2.81%,0.028089459999999997
2018-07-27,-4400.0,792163.1309,red,-0.011,1.71%,0.017089459999999997
2018-07-30,-6600.0,785563.1309,red,-0.0165,0.06%,0.0005894599999999965
2018-08-01,-4400.0,781163.1309,red,-0.011,-1.10%,-0.011
2018-08-02,1681.94,782845.0709,green,0.00420485,-0.68%,-0.006795149999999999
2018-08-03,2624.597,785469.6679,green,0.0065614925,-0.02%,-0.00023365749999999883
2018-08-06,7535.448,793005.1159,green,0.01883862,1.86%,0.018604962500000002
2018-08-07,-3155.63,789849.4859,red,-0.007889075,1.07%,0.010715887500000002
2018-08-08,12708.57,802558.0559,green,0.031771425,4.25%,0.0424873125
2018-08-09,27838.81,830396.8659,green,0.069597025,11.21%,0.1120843375
2018-08-10,-2200.0,828196.8659,red,-0.0055,10.66%,0.1065843375
2018-08-13,518.6781,828715.544,green,0.00129669525,10.79%,0.10788103275000001
2018-08-14,-6600.0,822115.544,red,-0.0165,9.14%,0.09138103275000001
2018-08-16,-2200.0,819915.544,red,-0.0055,8.59%,0.08588103275
2018-08-17,-8800.0,811115.544,red,-0.022,6.39%,0.06388103275000001
2018-08-20,-4400.0,806715.544,red,-0.011,5.29%,0.05288103275
2018-08-21,8296.306,815011.85,green,0.020740765,7.36%,0.07362179775000001
2018-08-23,4972.867,819984.717,green,0.0124321675,8.61%,0.08605396525
2018-08-27,-2200.0,817784.717,red,-0.0055,8.06%,0.08055396525000001
2018-08-28,-4402.1,813382.617,red,-0.01100525,6.95%,0.06954871525
2018-08-29,-6576.1,806806.517,red,-0.01644025,5.31%,0.05310846525000001
2018-08-30,10644.46,817450.977,green,0.02661115,7.97%,0.07971961525000001
2018-08-31,3541.698,820992.675,green,0.008854245,8.86%,0.08857386025000001
2018-09-03,18091.69,839084.365,green,0.045229225,4.52%,0.045229225
2018-09-04,14717.18,853801.545,green,0.03679295,8.20%,0.082022175
2018-09-05,-2200.0,851601.545,red,-0.0055,7.65%,0.076522175
2018-09-06,-163.97,851437.575,red,-0.000409925,7.61%,0.07611224999999999
2018-09-07,-2200.0,849237.575,red,-0.0055,7.06%,0.07061225
2018-09-10,15559.81,864797.385,green,0.038899525,10.95%,0.10951177499999999
2018-09-11,-570.57,864226.815,red,-0.001426425,10.81%,0.10808535
2018-09-12,-4400.0,859826.815,red,-0.011,9.71%,0.09708534999999999
2018-09-14,-4406.19,855420.625,red,-0.011015475,8.61%,0.08606987499999999
2018-09-17,-2200.0,853220.625,red,-0.0055,8.06%,0.08056987499999999
2018-09-18,-2200.0,851020.625,red,-0.0055,7.51%,0.075069875
2018-09-19,11850.02,862870.645,green,0.02962505,10.47%,0.104694925
2018-09-21,-4200.33,858670.315,red,-0.010500825,9.42%,0.09419409999999999
2018-09-24,2924.249,861594.564,green,0.0073106225,10.15%,0.10150472249999999
2018-09-26,1052.17,862646.734,green,0.002630425,10.41%,0.1041351475
2018-09-27,59976.27,922623.004,green,0.149940675,25.41%,0.2540758225
2018-09-28,13580.07,936203.074,green,0.033950175,28.80%,0.2880259975
2018-10-03,-554.207,935648.867,red,-0.0013855175,-0.14%,-0.0013855175
2018-10-04,1834.91,937483.777,green,0.004587275,0.32%,0.0032017575
2018-10-05,-4400.0,933083.777,red,-0.011,-0.78%,-0.007798242499999999
2018-10-08,-2200.0,930883.777,red,-0.0055,-1.33%,-0.013298242499999998
2018-10-09,6111.682,936995.459,green,0.015279205,0.20%,0.0019809625000000025
2018-10-10,-4400.0,932595.459,red,-0.011,-0.90%,-0.009019037499999997
2018-10-12,-8800.0,923795.459,red,-0.022,-3.10%,-0.031019037499999996
2018-10-15,-2200.0,921595.459,red,-0.0055,-3.65%,-0.0365190375
2018-10-16,-4400.0,917195.459,red,-0.011,-4.75%,-0.04751903749999999
2018-10-17,35568.15,952763.609,green,0.088920375,4.14%,0.0414013375
2018-10-19,4082.877,956846.486,green,0.0102071925,5.16%,0.05160853
2018-10-22,430.0965,957276.5825,green,0.00107524125,5.27%,0.052683771250000004
2018-10-24,-6600.0,950676.5825,red,-0.0165,3.62%,0.03618377125
2018-10-25,4803.812,955480.3945,green,0.01200953,4.82%,0.04819330125
2018-10-26,6126.597,961606.9915,green,0.0153164925,6.35%,0.06350979375
2018-10-29,-6600.0,955006.9915,red,-0.0165,4.70%,0.04700979375
2018-10-30,-4400.0,950606.9915,red,-0.011,3.60%,0.036009793750000005
2018-10-31,1033.006,951639.9975,green,0.002582515,3.86%,0.03859230875
2018-11-01,-10.4159,951629.5816,red,-2.603975e-05,-0.00%,-2.603975e-05
2018-11-02,1977.247,953606.8286,green,0.0049431175,0.49%,0.00491707775
2018-11-05,5867.649,959474.4776,green,0.0146691225,1.96%,0.019586200249999998
2018-11-06,1750.787,961225.2646,green,0.0043769675,2.40%,0.02396316775
2018-11-09,-6710.32,954514.9446,red,-0.0167758,0.72%,0.00718736775
2018-11-12,-4400.0,950114.9446,red,-0.011,-0.38%,-0.0038126322499999997
2018-11-13,-3946.33,946168.6146,red,-0.009865825,-1.37%,-0.01367845725
2018-11-14,8425.699,954594.3136,green,0.0210642475,0.74%,0.007385790250000001
2018-11-15,-4957.48,949636.8336,red,-0.0123937,-0.50%,-0.005007909749999999
2018-11-16,-6600.0,943036.8336,red,-0.0165,-2.15%,-0.02150790975
2018-11-19,-2272.38,940764.4536,red,-0.00568095,-2.72%,-0.02718885975
2018-11-21,20349.07,961113.5236,green,0.050872675,2.37%,0.02368381525
2018-11-22,-4400.0,956713.5236,red,-0.011,1.27%,0.012683815250000001
2018-11-26,-1361.76,955351.7636,red,-0.0034044,0.93%,0.00927941525
2018-11-27,38443.43,993795.1936,green,0.096108575,10.54%,0.10538799025000001
2018-11-28,-2200.0,991595.1936,red,-0.0055,9.99%,0.09988799025
2018-11-29,-4400.0,987195.1936,red,-0.011,8.89%,0.08888799025
2018-11-30,-2629.57,984565.6236,red,-0.006573925,8.23%,0.08231406525000001
2018-12-03,-3086.97,981478.6536,red,-0.007717425,-0.77%,-0.007717425
2018-12-04,6578.639,988057.2926,green,0.0164465975,0.87%,0.0087291725
2018-12-07,2669.717,990727.0096,green,0.0066742925,1.54%,0.015403465
2018-12-12,-8800.0,981927.0096,red,-0.022,-0.66%,-0.006596534999999999
2018-12-13,54192.34,1036119.35,green,0.13548085,12.89%,0.12888431500000003
2018-12-14,510.6267,1036629.976,green,0.00127656675,13.02%,0.13016088175000004
2018-12-17,10210.89,1046840.866,green,0.025527225,15.57%,0.15568810675000003
2018-12-18,-2200.0,1044640.866,red,-0.0055,15.02%,0.15018810675000002
2018-12-19,-8800.0,1035840.866,red,-0.022,12.82%,0.12818810675000003
2018-12-21,36975.47,1072816.336,green,0.092438675,22.06%,0.22062678175000003
2018-12-24,9246.494,1082062.83,green,0.023116235,24.37%,0.24374301675000004
2018-12-26,-165.468,1081897.362,red,-0.00041367,24.33%,0.24332934675000004
2018-12-27,-4292.55,1077604.812,red,-0.010731375,23.26%,0.23259797175000002
2018-12-28,-4400.0,1073204.812,red,-0.011,22.16%,0.22159797175000004
2018-12-31,-8800.0,1064404.812,red,-0.022,19.96%,0.19959797175000002
2019-01-01,-2200.0,397800.0,red,-0.0055,-0.55%,-0.0055
2019-01-03,3898.001,401698.001,green,0.0097450025,0.42%,0.004245002500000001
2019-01-04,-1208.53,400489.471,red,-0.003021325,0.12%,0.0012236775000000009
2019-01-07,-8800.0,391689.471,red,-0.022,-2.08%,-0.0207763225
2019-01-08,-2200.0,389489.471,red,-0.0055,-2.63%,-0.026276322499999998
2019-01-09,-6600.0,382889.471,red,-0.0165,-4.28%,-0.0427763225
2019-01-14,930.6269,383820.0979,green,0.00232656725,-4.04%,-0.04044975525
2019-01-15,-2200.0,381620.0979,red,-0.0055,-4.59%,-0.04594975525
2019-01-16,13215.1,394835.1979,green,0.03303775,-1.29%,-0.012912005249999997
2019-01-17,11832.09,406667.2879,green,0.029580225,1.67%,0.016668219750000005
2019-01-18,-4400.0,402267.2879,red,-0.011,0.57%,0.005668219750000005
2019-01-22,2557.676,404824.9639,green,0.00639419,1.21%,0.012062409750000006
2019-01-23,-4400.0,400424.9639,red,-0.011,0.11%,0.0010624097500000068
2019-01-25,19800.62,420225.5839,green,0.04950155,5.06%,0.050563959750000005
2019-01-28,-6600.0,413625.5839,red,-0.0165,3.41%,0.034063959750000004
2019-01-29,-1195.8,412429.7839,red,-0.0029895,3.11%,0.031074459750000005
2019-01-30,8141.075,420570.8589,green,0.0203526875,5.14%,0.051427147250000006
2019-01-31,-6600.0,413970.8589,red,-0.0165,3.49%,0.034927147250000005
2019-02-01,-4400.0,409570.8589,red,-0.011,-1.10%,-0.011
2019-02-04,-2874.43,406696.4289,red,-0.007186075,-1.82%,-0.018186075
2019-02-05,-6600.0,400096.4289,red,-0.0165,-3.47%,-0.034686075
2019-02-06,-2100.78,397995.6489,red,-0.00525195,-3.99%,-0.039938025
2019-02-07,1228.674,399224.3229,green,0.003071685,-3.69%,-0.03686634
2019-02-08,-2200.0,397024.3229,red,-0.0055,-4.24%,-0.04236634
2019-02-11,-2200.0,394824.3229,red,-0.0055,-4.79%,-0.04786634
2019-02-12,-2200.0,392624.3229,red,-0.0055,-5.34%,-0.05336634
2019-02-13,1790.784,394415.1069,green,0.00447696,-4.89%,-0.048889379999999996
2019-02-14,-2511.21,391903.8969,red,-0.006278025,-5.52%,-0.055167404999999996
2019-02-15,-2200.0,389703.8969,red,-0.0055,-6.07%,-0.060667405
2019-02-18,12524.39,402228.2869,green,0.031310975,-2.94%,-0.029356430000000003
2019-02-20,-6600.0,395628.2869,red,-0.0165,-4.59%,-0.045856430000000004
2019-02-21,-4400.0,391228.2869,red,-0.011,-5.69%,-0.05685643
2019-02-22,-2082.93,389145.3569,red,-0.005207325,-6.21%,-0.062063755000000005
2019-02-25,2754.361,391899.7179,green,0.0068859025,-5.52%,-0.0551778525
2019-02-27,22603.01,414502.7279,green,0.056507525,0.13%,0.0013296725000000037
2019-02-28,-2200.0,412302.7279,red,-0.0055,-0.42%,-0.004170327499999996
2019-03-01,-6600.0,405702.7279,red,-0.0165,-1.65%,-0.0165
2019-03-05,-6600.0,399102.7279,red,-0.0165,-3.30%,-0.033
2019-03-06,13876.92,412979.6479,green,0.0346923,0.17%,0.0016923000000000007
2019-03-07,-4426.82,408552.8279,red,-0.01106705,-0.94%,-0.00937475
2019-03-08,5967.374,414520.2019,green,0.014918435,0.55%,0.005543685000000001
2019-03-11,-6600.0,407920.2019,red,-0.0165,-1.10%,-0.010956315
2019-03-12,28971.96,436892.1619,green,0.0724299,6.15%,0.061473585000000004
2019-03-13,5091.866,441984.0279,green,0.012729665,7.42%,0.07420325
2019-03-14,15651.76,457635.7879,green,0.0391294,11.33%,0.11333265000000001
2019-03-15,-6600.0,451035.7879,red,-0.0165,9.68%,0.09683265
2019-03-18,8760.162,459795.9499,green,0.021900405,11.87%,0.118733055
2019-03-19,-4400.0,455395.9499,red,-0.011,10.77%,0.10773305500000001
2019-03-20,-2200.0,453195.9499,red,-0.0055,10.22%,0.102233055
2019-03-22,3288.298,456484.2479,green,0.008220745,11.05%,0.1104538
2019-03-26,-4400.0,452084.2479,red,-0.011,9.95%,0.09945380000000001
2019-03-27,-1636.06,450448.1879,red,-0.00409015,9.54%,0.09536365000000001
2019-03-28,-6600.0,443848.1879,red,-0.0165,7.89%,0.07886365000000001
2019-03-29,-8800.0,435048.1879,red,-0.022,5.69%,0.05686365000000001
2019-04-01,2106.965,437155.1529,green,0.0052674125,0.53%,0.0052674125
2019-04-02,-624.932,436530.2209,red,-0.00156233,0.37%,0.0037050825
2019-04-03,-6600.0,429930.2209,red,-0.0165,-1.28%,-0.012794917500000001
2019-04-04,2383.73,432313.9509,green,0.005959325,-0.68%,-0.006835592500000001
2019-04-05,2880.951,435194.9019,green,0.0072023775,0.04%,0.0003667849999999988
2019-04-08,1299.048,436493.9499,green,0.00324762,0.36%,0.003614404999999999
2019-04-10,-2200.0,434293.9499,red,-0.0055,-0.19%,-0.0018855950000000008
2019-04-11,1609.78,435903.7299,green,0.00402445,0.21%,0.002138854999999999
2019-04-15,-2538.81,433364.9199,red,-0.006347025,-0.42%,-0.004208170000000001
2019-04-16,-4400.0,428964.9199,red,-0.011,-1.52%,-0.01520817
2019-04-18,17618.1,446583.0199,green,0.04404525,2.88%,0.02883708
2019-04-23,1333.502,447916.5219,green,0.003333755,3.22%,0.032170835
2019-04-24,-6249.39,441667.1319,red,-0.015623475,1.65%,0.01654736
2019-04-25,21968.22,463635.3519,green,0.05492055,7.15%,0.07146791
2019-04-26,-655.357,462979.9949,red,-0.0016383925,6.98%,0.0698295175
2019-04-30,-4400.0,458579.9949,red,-0.011,5.88%,0.0588295175
2019-05-02,8320.152,466900.1469,green,0.02080038,2.08%,0.02080038
2019-05-03,-4208.29,462691.8569,red,-0.010520725,1.03%,0.010279655
2019-05-07,15156.84,477848.6969,green,0.0378921,4.82%,0.048171755
2019-05-10,5625.739,483474.4359,green,0.0140643475,6.22%,0.062236102499999994
2019-05-13,-2200.0,481274.4359,red,-0.0055,5.67%,0.056736102499999996
2019-05-14,-4400.0,476874.4359,red,-0.011,4.57%,0.0457361025
2019-05-15,6468.725,483343.1609,green,0.0161718125,6.19%,0.061907914999999994
2019-05-16,-1120.14,482223.0209,red,-0.00280035,5.91%,0.059107565
2019-05-17,11383.38,493606.4009,green,0.02845845,8.76%,0.087566015
2019-05-20,-6600.0,487006.4009,red,-0.0165,7.11%,0.071066015
2019-05-21,-2200.0,484806.4009,red,-0.0055,6.56%,0.06556601499999999
2019-05-22,964.0134,485770.4143,green,0.0024100335,6.80%,0.0679760485
2019-05-23,-6600.0,479170.4143,red,-0.0165,5.15%,0.051476048499999996
2019-05-24,4210.8,483381.2143,green,0.010527,6.20%,0.0620030485
2019-05-27,-8800.0,474581.2143,red,-0.022,4.00%,0.0400030485
2019-05-28,18217.5,492798.7143,green,0.04554375,8.55%,0.0855467985
2019-05-29,1484.235,494282.9493,green,0.0037105875,8.93%,0.089257386
2019-05-30,-4188.38,490094.5693,red,-0.01047095,7.88%,0.078786436
2019-05-31,-2471.46,487623.1093,red,-0.00617865,7.26%,0.07260778600000001
2019-06-03,-1426.58,486196.5293,red,-0.00356645,-0.36%,-0.00356645
2019-06-06,19211.34,505407.8693,green,0.04802835,4.45%,0.0444619
2019-06-10,10424.63,515832.4993,green,0.026061575,7.05%,0.070523475
2019-06-13,-6600.0,509232.4993,red,-0.0165,5.40%,0.054023475
2019-06-14,2057.132,511289.6313,green,0.00514283,5.92%,0.059166304999999995
2019-06-17,-2200.0,509089.6313,red,-0.0055,5.37%,0.053666305
2019-06-18,-2200.0,506889.6313,red,-0.0055,4.82%,0.048166305
2019-06-19,-4922.55,501967.0813,red,-0.012306375,3.59%,0.03585993
2019-06-20,-2219.45,499747.6313,red,-0.005548625,3.03%,0.030311304999999997
2019-06-24,-1644.0,498103.6313,red,-0.00411,2.62%,0.026201304999999998
2019-07-01,14021.43,512125.0613,green,0.035053575,3.51%,0.035053575
2019-07-02,-2200.0,509925.0613,red,-0.0055,2.96%,0.029553575
2019-07-03,6803.95,516729.0113,green,0.017009875,4.66%,0.04656345
2019-07-04,3650.135,520379.1463,green,0.0091253375,5.57%,0.0556887875
2019-07-05,21369.38,541748.5263,green,0.05342345,10.91%,0.1091122375
2019-07-08,8105.843,549854.3693,green,0.0202646075,12.94%,0.129376845
2019-07-10,-2200.0,547654.3693,red,-0.0055,12.39%,0.123876845
2019-07-11,-6643.33,541011.0393,red,-0.016608325,10.73%,0.10726852
2019-07-12,2103.812,543114.8513,green,0.00525953,11.25%,0.11252805
2019-07-15,-231.368,542883.4833,red,-0.00057842,11.19%,0.11194963
2019-07-16,-2200.0,540683.4833,red,-0.0055,10.64%,0.10644963
2019-07-17,2216.073,542899.5563,green,0.0055401825,11.20%,0.1119898125
2019-07-18,2530.16,545429.7163,green,0.0063254,11.83%,0.1183152125
2019-07-19,56349.93,601779.6463,green,0.140874825,25.92%,0.2591900375
2019-07-23,-2200.0,599579.6463,red,-0.0055,25.37%,0.2536900375
2019-07-24,-2200.0,597379.6463,red,-0.0055,24.82%,0.2481900375
2019-07-25,-4400.0,592979.6463,red,-0.011,23.72%,0.2371900375
2019-07-26,326.8815,593306.5278,green,0.00081720375,23.80%,0.23800724125
2019-07-29,-2200.0,591106.5278,red,-0.0055,23.25%,0.23250724125
2019-07-30,11570.29,602676.8178,green,0.028925725,26.14%,0.26143296625
2019-08-01,3904.116,606580.9338,green,0.00976029,0.98%,0.00976029
2019-08-02,-2200.0,604380.9338,red,-0.0055,0.43%,0.00426029
2019-08-06,1681.83,606062.7638,green,0.004204575,0.85%,0.008464865
2019-08-07,4881.314,610944.0778,green,0.012203285,2.07%,0.02066815
2019-08-08,-4632.53,606311.5478,red,-0.011581325,0.91%,0.009086825
2019-08-09,14816.18,621127.7278,green,0.03704045,4.61%,0.046127275
2019-08-13,1022.724,622150.4518,green,0.00255681,4.87%,0.048684085
2019-08-14,6689.962,628840.4138,green,0.016724905,6.54%,0.06540899
2019-08-19,-246.146,628594.2678,red,-0.000615365,6.48%,0.06479362500000001
2019-08-20,1304.895,629899.1628,green,0.0032622375,6.81%,0.06805586250000001
2019-08-21,3526.907,633426.0698,green,0.0088172675,7.69%,0.07687313
2019-08-23,-2200.0,631226.0698,red,-0.0055,7.14%,0.07137313
2019-08-26,-4439.33,626786.7398,red,-0.011098325,6.03%,0.060274805
2019-08-27,4813.297,631600.0368,green,0.0120332425,7.23%,0.0723080475
2019-08-28,-2200.0,629400.0368,red,-0.0055,6.68%,0.06680804750000001
2019-08-29,-2200.0,627200.0368,red,-0.0055,6.13%,0.061308047500000004
2019-08-30,-2200.0,625000.0368,red,-0.0055,5.58%,0.055808047500000006
2019-09-05,-3732.07,621267.9668,red,-0.009330175,-0.93%,-0.009330175
2019-09-06,-8800.0,612467.9668,red,-0.022,-3.13%,-0.031330175
2019-09-11,-6600.0,605867.9668,red,-0.0165,-4.78%,-0.047830175
2019-09-12,-4400.0,601467.9668,red,-0.011,-5.88%,-0.058830175
2019-09-13,-3749.72,597718.2468,red,-0.0093743,-6.82%,-0.068204475
2019-09-16,3783.749,601501.9958,green,0.0094593725,-5.87%,-0.0587451025
2019-09-18,-6600.0,594901.9958,red,-0.0165,-7.52%,-0.0752451025
2019-09-19,-2200.0,592701.9958,red,-0.0055,-8.07%,-0.0807451025
2019-09-20,-2200.0,590501.9958,red,-0.0055,-8.62%,-0.0862451025
2019-09-23,-4400.0,586101.9958,red,-0.011,-9.72%,-0.0972451025
2019-09-24,3525.161,589627.1568,green,0.0088129025,-8.84%,-0.0884322
2019-09-25,2968.334,592595.4908,green,0.007420835,-8.10%,-0.081011365
2019-09-26,-4400.0,588195.4908,red,-0.011,-9.20%,-0.092011365
2019-09-27,3154.43,591349.9208,green,0.007886075,-8.41%,-0.08412528999999999
2019-10-01,6663.804,598013.7248,green,0.01665951,1.67%,0.01665951
2019-10-03,-2200.0,595813.7248,red,-0.0055,1.12%,0.01115951
2019-10-04,911.1817,596724.9065,green,0.00227795425,1.34%,0.01343746425
2019-10-09,-2200.0,594524.9065,red,-0.0055,0.79%,0.00793746425
2019-10-10,-2200.0,592324.9065,red,-0.0055,0.24%,0.00243746425
2019-10-11,12169.67,604494.5765,green,0.030424175,3.29%,0.032861639250000005
2019-10-14,-6600.0,597894.5765,red,-0.0165,1.64%,0.01636163925
2019-10-15,-4400.0,593494.5765,red,-0.011,0.54%,0.005361639250000001
2019-10-16,-4400.0,589094.5765,red,-0.011,-0.56%,-0.005638360749999998
2019-10-17,-2200.0,586894.5765,red,-0.0055,-1.11%,-0.011138360749999998
2019-10-18,-3556.42,583338.1565,red,-0.00889105,-2.00%,-0.020029410749999997
2019-10-22,13600.1,596938.2565,green,0.03400025,1.40%,0.013970839250000006
2019-10-23,-6600.0,590338.2565,red,-0.0165,-0.25%,-0.002529160749999995
2019-10-24,7211.339,597549.5955,green,0.0180283475,1.55%,0.015499186750000005
2019-10-25,19721.43,617271.0255,green,0.049303575,6.48%,0.06480276175
2019-10-29,-6600.0,610671.0255,red,-0.0165,4.83%,0.048302761750000006
2019-10-30,8372.74,619043.7655,green,0.02093185,6.92%,0.06923461175000001
2019-10-31,4292.548,623336.3135,green,0.01073137,8.00%,0.07996598175
2019-11-01,-6600.0,616736.3135,red,-0.0165,-1.65%,-0.0165
2019-11-04,-2391.19,614345.1235,red,-0.005977975,-2.25%,-0.022477975
2019-11-05,370.6706,614715.7941,green,0.0009266765,-2.16%,-0.0215512985
2019-11-06,-1031.88,613683.9141,red,-0.0025797,-2.41%,-0.0241309985
2019-11-07,16284.57,629968.4841,green,0.040711425,1.66%,0.016580426500000002
2019-11-08,8079.872,638048.3561,green,0.02019968,3.68%,0.03678010650000001
2019-11-11,-2200.0,635848.3561,red,-0.0055,3.13%,0.0312801065
2019-11-13,28506.73,664355.0861,green,0.071266825,10.25%,0.10254693150000001
2019-11-15,-6600.0,657755.0861,red,-0.0165,8.60%,0.0860469315
2019-11-18,-6929.3,650825.7861,red,-0.01732325,6.87%,0.06872368150000001
2019-11-19,-2836.88,647988.9061,red,-0.0070922,6.16%,0.06163148150000001
2019-11-20,1042.666,649031.5721,green,0.002606665,6.42%,0.06423814650000001
2019-11-21,-4400.0,644631.5721,red,-0.011,5.32%,0.053238146500000014
2019-11-22,-4400.0,640231.5721,red,-0.011,4.22%,0.04223814650000001
2019-11-25,6615.422,646846.9941,green,0.016538555,5.88%,0.058776701500000014
2019-11-26,10142.15,656989.1441,green,0.025355375,8.41%,0.08413207650000001
2019-11-27,-8800.0,648189.1441,red,-0.022,6.21%,0.06213207650000001
2019-11-28,-2200.0,645989.1441,red,-0.0055,5.66%,0.05663207650000001
2019-11-29,39592.1,685581.2441,green,0.09898025,15.56%,0.1556123265
2019-12-02,14310.02,699891.2641,green,0.03577505,3.58%,0.03577505
2019-12-03,20091.74,719983.0041,green,0.05022935,8.60%,0.08600440000000001
2019-12-05,7115.811,727098.8151,green,0.0177895275,10.38%,0.1037939275
2019-12-06,4079.491,731178.3061,green,0.0101987275,11.40%,0.113992655
2019-12-10,3884.833,735063.1391,green,0.0097120825,12.37%,0.1237047375
2019-12-11,-2138.13,732925.0091,red,-0.005345325,11.84%,0.1183594125
2019-12-12,11390.77,744315.7791,green,0.028476925,14.68%,0.1468363375
2019-12-13,-8800.0,735515.7791,red,-0.022,12.48%,0.1248363375
2019-12-16,-1447.32,734068.4591,red,-0.0036183,12.12%,0.1212180375
2019-12-18,-2200.0,731868.4591,red,-0.0055,11.57%,0.11571803750000001
2019-12-19,-2200.0,729668.4591,red,-0.0055,11.02%,0.1102180375
2019-12-20,-2200.0,727468.4591,red,-0.0055,10.47%,0.1047180375
2019-12-23,5978.55,733447.0091,green,0.014946375,11.97%,0.1196644125
2019-12-24,-2200.0,731247.0091,red,-0.0055,11.42%,0.1141644125
2019-12-27,-2200.0,729047.0091,red,-0.0055,10.87%,0.1086644125
2019-12-30,-1602.8,727444.2091,red,-0.004007,10.47%,0.1046574125
2020-01-02,-4400.0,395600.0,red,-0.011,-1.10%,-0.011
2020-01-03,2286.715,397886.715,green,0.0057167875,-0.53%,-0.0052832124999999995
2020-01-06,-2200.0,395686.715,red,-0.0055,-1.08%,-0.0107832125
2020-01-07,11366.17,407052.885,green,0.028415425,1.76%,0.0176322125
2020-01-09,-8800.0,398252.885,red,-0.022,-0.44%,-0.004367787499999998
2020-01-10,-8800.0,389452.885,red,-0.022,-2.64%,-0.026367787499999996
2020-01-13,-2200.0,387252.885,red,-0.0055,-3.19%,-0.031867787499999994
2020-01-14,3126.043,390378.928,green,0.0078151075,-2.41%,-0.024052679999999996
