Date,P/L,Amt,,
11-05-2018,2373.851,653691.7008,,
14-05-2018,1753.623,655445.3238,,
15-05-2018,7966.224,663411.5478,,
16-05-2018,5412.285,668823.8328,,
17-05-2018,24914.28,693738.1128,,
18-05-2018,18510.98,712249.0928,,
21-05-2018,-115.412,712133.6808,,
22-05-2018,2342.934,714476.6148,,
23-05-2018,864.9061,715341.5209,,
24-05-2018,-1573.03,713768.4909,,
25-05-2018,3285.287,717053.7779,,
28-05-2018,-4866.28,712187.4979,,
29-05-2018,-3871.66,708315.8379,,
30-05-2018,18636.12,726951.9579,,
31-05-2018,9931.44,736883.3979,,
01-06-2018,1025.715,737909.1129,,
04-06-2018,4862.288,742771.4009,,
05-06-2018,29579.56,772350.9609,,
06-06-2018,-2200,770150.9609,,
07-06-2018,-8800,761350.9609,,
11-06-2018,-1349.3,760001.6609,,
12-06-2018,-260.578,759741.0829,,
13-06-2018,10117.75,769858.8329,,
14-06-2018,3388.371,773247.2039,,
15-06-2018,-6600,766647.2039,,
18-06-2018,-8800,757847.2039,,
20-06-2018,16715.46,774562.6639,,
21-06-2018,6774.883,781337.5469,,
25-06-2018,10163.51,791501.0569,,
29-06-2018,-6173.71,785327.3469,,
02-07-2018,12686.67,798014.0169,,
03-07-2018,1188.941,799202.9579,,
05-07-2018,-2200,797002.9579,,
06-07-2018,17486.42,814489.3779,,
09-07-2018,-4400,810089.3779,,
10-07-2018,-6600,803489.3779,,
11-07-2018,-2200,801289.3779,,
12-07-2018,16565.59,817854.9679,,
13-07-2018,-8800,809054.9679,,
16-07-2018,20806.95,829861.9179,,
17-07-2018,-8800,821061.9179,,
18-07-2018,-2200,818861.9179,,
19-07-2018,3669.863,822531.7809,,48698
23-07-2018,-3217.48,819314.3009,,
24-07-2018,-5151.17,814163.1309,,
25-07-2018,-8800,805363.1309,,
26-07-2018,-8800,796563.1309,,
27-07-2018,-4400,792163.1309,,
30-07-2018,-6600,785563.1309,,
01-08-2018,-4400,781163.1309,,
02-08-2018,1681.94,782845.0709,,
03-08-2018,2624.597,785469.6679,,
06-08-2018,7535.448,793005.1159,,
07-08-2018,-3155.63,789849.4859,,
08-08-2018,12708.57,802558.0559,,
09-08-2018,27838.81,830396.8659,,
10-08-2018,-2200,828196.8659,,
13-08-2018,518.6781,828715.544,,
14-08-2018,-6600,822115.544,,
16-08-2018,-2200,819915.544,,
17-08-2018,-8800,811115.544,,
20-08-2018,-4400,806715.544,,
21-08-2018,8296.306,815011.85,,
23-08-2018,4972.867,819984.717,,
27-08-2018,-2200,817784.717,,
28-08-2018,-4402.1,813382.617,,
29-08-2018,-6576.1,806806.517,,
30-08-2018,10644.46,817450.977,,
31-08-2018,3541.698,820992.675,,
03-09-2018,18091.69,839084.365,,
04-09-2018,14717.18,853801.545,,
05-09-2018,-2200,851601.545,,
06-09-2018,-163.97,851437.575,,
07-09-2018,-2200,849237.575,,
10-09-2018,15559.81,864797.385,,
11-09-2018,-570.57,864226.815,,
12-09-2018,-4400,859826.815,,
14-09-2018,-4406.19,855420.625,,
17-09-2018,-2200,853220.625,,
18-09-2018,-2200,851020.625,,
19-09-2018,11850.02,862870.645,,
21-09-2018,-4200.33,858670.315,,
24-09-2018,2924.249,861594.564,,
26-09-2018,1052.17,862646.734,,
27-09-2018,59976.27,922623.004,,
28-09-2018,13580.07,936203.074,,
03-10-2018,-554.207,935648.867,,
04-10-2018,1834.91,937483.777,,
05-10-2018,-4400,933083.777,,
08-10-2018,-2200,930883.777,,
09-10-2018,6111.682,936995.459,,
10-10-2018,-4400,932595.459,,
12-10-2018,-8800,923795.459,,
15-10-2018,-2200,921595.459,,
16-10-2018,-4400,917195.459,,
17-10-2018,35568.15,952763.609,,
19-10-2018,4082.877,956846.486,,
22-10-2018,430.0965,957276.5825,,
24-10-2018,-6600,950676.5825,,
25-10-2018,4803.812,955480.3945,,
26-10-2018,6126.597,961606.9915,,
29-10-2018,-6600,955006.9915,,
30-10-2018,-4400,950606.9915,,
31-10-2018,1033.006,951639.9975,,
01-11-2018,-10.4159,951629.5816,,
02-11-2018,1977.247,953606.8286,,
05-11-2018,5867.649,959474.4776,,
06-11-2018,1750.787,961225.2646,,
09-11-2018,-6710.32,954514.9446,,
12-11-2018,-4400,950114.9446,,
13-11-2018,-3946.33,946168.6146,,
14-11-2018,8425.699,954594.3136,,
15-11-2018,-4957.48,949636.8336,,
16-11-2018,-6600,943036.8336,,
19-11-2018,-2272.38,940764.4536,,
21-11-2018,20349.07,961113.5236,,
22-11-2018,-4400,956713.5236,,
26-11-2018,-1361.76,955351.7636,,
27-11-2018,38443.43,993795.1936,,
28-11-2018,-2200,991595.1936,,
29-11-2018,-4400,987195.1936,,
30-11-2018,-2629.57,984565.6236,,
03-12-2018,-3086.97,981478.6536,,
04-12-2018,6578.639,988057.2926,,
07-12-2018,2669.717,990727.0096,,
12-12-2018,-8800,981927.0096,,
13-12-2018,54192.34,1036119.35,,
14-12-2018,510.6267,1036629.976,,
17-12-2018,10210.89,1046840.866,,
18-12-2018,-2200,1044640.866,,
19-12-2018,-8800,1035840.866,,
21-12-2018,36975.47,1072816.336,,
24-12-2018,9246.494,1082062.83,,
26-12-2018,-165.468,1081897.362,,
27-12-2018,-4292.55,1077604.812,,
28-12-2018,-4400,1073204.812,,
31-12-2018,-8800,1064404.812,,
01-01-2019,-2200,397800,,
03-01-2019,3898.001,401698.001,,
04-01-2019,-1208.53,400489.471,,
07-01-2019,-8800,391689.471,,
08-01-2019,-2200,389489.471,,
09-01-2019,-6600,382889.471,,
14-01-2019,930.6269,383820.0979,,
15-01-2019,-2200,381620.0979,,
16-01-2019,13215.1,394835.1979,,
17-01-2019,11832.09,406667.2879,,
18-01-2019,-4400,402267.2879,,
22-01-2019,2557.676,404824.9639,,
23-01-2019,-4400,400424.9639,,
25-01-2019,19800.62,420225.5839,,
28-01-2019,-6600,413625.5839,,
29-01-2019,-1195.8,412429.7839,,
30-01-2019,8141.075,420570.8589,,
31-01-2019,-6600,413970.8589,,
01-02-2019,-4400,409570.8589,,
04-02-2019,-2874.43,406696.4289,,
05-02-2019,-6600,400096.4289,,
06-02-2019,-2100.78,397995.6489,,
07-02-2019,1228.674,399224.3229,,
08-02-2019,-2200,397024.3229,,
11-02-2019,-2200,394824.3229,,
12-02-2019,-2200,392624.3229,,
13-02-2019,1790.784,394415.1069,,
14-02-2019,-2511.21,391903.8969,,
15-02-2019,-2200,389703.8969,,
18-02-2019,12524.39,402228.2869,,
20-02-2019,-6600,395628.2869,,
21-02-2019,-4400,391228.2869,,
22-02-2019,-2082.93,389145.3569,,
25-02-2019,2754.361,391899.7179,,
27-02-2019,22603.01,414502.7279,,
28-02-2019,-2200,412302.7279,,
01-03-2019,-6600,405702.7279,,
05-03-2019,-6600,399102.7279,,
06-03-2019,13876.92,412979.6479,,
07-03-2019,-4426.82,408552.8279,,
08-03-2019,5967.374,414520.2019,,
11-03-2019,-6600,407920.2019,,
12-03-2019,28971.96,436892.1619,,
13-03-2019,5091.866,441984.0279,,
14-03-2019,15651.76,457635.7879,,
15-03-2019,-6600,451035.7879,,
18-03-2019,8760.162,459795.9499,,
19-03-2019,-4400,455395.9499,,
20-03-2019,-2200,453195.9499,,
22-03-2019,3288.298,456484.2479,,
26-03-2019,-4400,452084.2479,,
27-03-2019,-1636.06,450448.1879,,
28-03-2019,-6600,443848.1879,,
29-03-2019,-8800,435048.1879,,
01-04-2019,2106.965,437155.1529,,
02-04-2019,-624.932,436530.2209,,
03-04-2019,-6600,429930.2209,,
04-04-2019,2383.73,432313.9509,,
05-04-2019,2880.951,435194.9019,,
08-04-2019,1299.048,436493.9499,,
10-04-2019,-2200,434293.9499,,
11-04-2019,1609.78,435903.7299,,
15-04-2019,-2538.81,433364.9199,,
16-04-2019,-4400,428964.9199,,
18-04-2019,17618.1,446583.0199,,
23-04-2019,1333.502,447916.5219,,
24-04-2019,-6249.39,441667.1319,,
25-04-2019,21968.22,463635.3519,,
26-04-2019,-655.357,462979.9949,,
30-04-2019,-4400,458579.9949,,
02-05-2019,8320.152,466900.1469,,
03-05-2019,-4208.29,462691.8569,,
07-05-2019,15156.84,477848.6969,,
10-05-2019,5625.739,483474.4359,,
13-05-2019,-2200,481274.4359,,
14-05-2019,-4400,476874.4359,,
15-05-2019,6468.725,483343.1609,,
16-05-2019,-1120.14,482223.0209,,
17-05-2019,11383.38,493606.4009,,
20-05-2019,-6600,487006.4009,,
21-05-2019,-2200,484806.4009,,
22-05-2019,964.0134,485770.4143,,
23-05-2019,-6600,479170.4143,,
24-05-2019,4210.8,483381.2143,,
27-05-2019,-8800,474581.2143,,
28-05-2019,18217.5,492798.7143,,
29-05-2019,1484.235,494282.9493,,
30-05-2019,-4188.38,490094.5693,,
31-05-2019,-2471.46,487623.1093,,
03-06-2019,-1426.58,486196.5293,,
06-06-2019,19211.34,505407.8693,,
10-06-2019,10424.63,515832.4993,,
13-06-2019,-6600,509232.4993,,
14-06-2019,2057.132,511289.6313,,
17-06-2019,-2200,509089.6313,,
18-06-2019,-2200,506889.6313,,
19-06-2019,-4922.55,501967.0813,,
20-06-2019,-2219.45,499747.6313,,
24-06-2019,-1644,498103.6313,,
01-07-2019,14021.43,512125.0613,,
02-07-2019,-2200,509925.0613,,
03-07-2019,6803.95,516729.0113,,
04-07-2019,3650.135,520379.1463,,
05-07-2019,21369.38,541748.5263,,
08-07-2019,8105.843,549854.3693,,
10-07-2019,-2200,547654.3693,,
11-07-2019,-6643.33,541011.0393,,
12-07-2019,2103.812,543114.8513,,
15-07-2019,-231.368,542883.4833,,
16-07-2019,-2200,540683.4833,,
17-07-2019,2216.073,542899.5563,,
18-07-2019,2530.16,545429.7163,,
19-07-2019,56349.93,601779.6463,,
23-07-2019,-2200,599579.6463,,
24-07-2019,-2200,597379.6463,,
25-07-2019,-4400,592979.6463,,
26-07-2019,326.8815,593306.5278,,
29-07-2019,-2200,591106.5278,,
30-07-2019,11570.29,602676.8178,,
01-08-2019,3904.116,606580.9338,,
02-08-2019,-2200,604380.9338,,
06-08-2019,1681.83,606062.7638,,
07-08-2019,4881.314,610944.0778,,
08-08-2019,-4632.53,606311.5478,,
09-08-2019,14816.18,621127.7278,,
13-08-2019,1022.724,622150.4518,,
14-08-2019,6689.962,628840.4138,,
19-08-2019,-246.146,628594.2678,,
20-08-2019,1304.895,629899.1628,,
21-08-2019,3526.907,633426.0698,,
23-08-2019,-2200,631226.0698,,
26-08-2019,-4439.33,626786.7398,,
27-08-2019,4813.297,631600.0368,,
28-08-2019,-2200,629400.0368,,
29-08-2019,-2200,627200.0368,,
30-08-2019,-2200,625000.0368,,
05-09-2019,-3732.07,621267.9668,,
06-09-2019,-8800,612467.9668,,
11-09-2019,-6600,605867.9668,,
12-09-2019,-4400,601467.9668,,
13-09-2019,-3749.72,597718.2468,,
16-09-2019,3783.749,601501.9958,,
18-09-2019,-6600,594901.9958,,
19-09-2019,-2200,592701.9958,,
20-09-2019,-2200,590501.9958,,
23-09-2019,-4400,586101.9958,,
24-09-2019,3525.161,589627.1568,,
25-09-2019,2968.334,592595.4908,,
26-09-2019,-4400,588195.4908,,
27-09-2019,3154.43,591349.9208,,
01-10-2019,6663.804,598013.7248,,
03-10-2019,-2200,595813.7248,,
04-10-2019,911.1817,596724.9065,,
09-10-2019,-2200,594524.9065,,
10-10-2019,-2200,592324.9065,,
11-10-2019,12169.67,604494.5765,,50087
14-10-2019,-6600,597894.5765,,
15-10-2019,-4400,593494.5765,,
16-10-2019,-4400,589094.5765,,
17-10-2019,-2200,586894.5765,,
18-10-2019,-3556.42,583338.1565,,
22-10-2019,13600.1,596938.2565,,
23-10-2019,-6600,590338.2565,,
24-10-2019,7211.339,597549.5955,,
25-10-2019,19721.43,617271.0255,,
29-10-2019,-6600,610671.0255,,
30-10-2019,8372.74,619043.7655,,
31-10-2019,4292.548,623336.3135,,
01-11-2019,-6600,616736.3135,,
04-11-2019,-2391.19,614345.1235,,
05-11-2019,370.6706,614715.7941,,
06-11-2019,-1031.88,613683.9141,,
07-11-2019,16284.57,629968.4841,,
08-11-2019,8079.872,638048.3561,,
11-11-2019,-2200,635848.3561,,
13-11-2019,28506.73,664355.0861,,
15-11-2019,-6600,657755.0861,,
18-11-2019,-6929.3,650825.7861,,
19-11-2019,-2836.88,647988.9061,,
20-11-2019,1042.666,649031.5721,,
21-11-2019,-4400,644631.5721,,
22-11-2019,-4400,640231.5721,,
25-11-2019,6615.422,646846.9941,,
26-11-2019,10142.15,656989.1441,,
27-11-2019,-8800,648189.1441,,
28-11-2019,-2200,645989.1441,,
29-11-2019,39592.1,685581.2441,,
02-12-2019,14310.02,699891.2641,,
03-12-2019,20091.74,719983.0041,,
05-12-2019,7115.811,727098.8151,,
06-12-2019,4079.491,731178.3061,,
10-12-2019,3884.833,735063.1391,,
11-12-2019,-2138.13,732925.0091,,
12-12-2019,11390.77,744315.7791,,
13-12-2019,-8800,735515.7791,,
16-12-2019,-1447.32,734068.4591,,
18-12-2019,-2200,731868.4591,,
19-12-2019,-2200,729668.4591,,
20-12-2019,-2200,727468.4591,,
23-12-2019,5978.55,733447.0091,,
24-12-2019,-2200,731247.0091,,
27-12-2019,-2200,729047.0091,,
30-12-2019,-1602.8,727444.2091,,
02-01-2020,-4400,395600,,
03-01-2020,2286.715,397886.715,,
06-01-2020,-2200,395686.715,,
07-01-2020,11366.17,407052.885,,
09-01-2020,-8800,398252.885,,
10-01-2020,-8800,389452.885,,
13-01-2020,-2200,387252.885,,
14-01-2020,3126.043,390378.928,,
16-01-2020,-1704.81,388674.118,,
17-01-2020,-2200,386474.118,,
20-01-2020,12343.79,398817.908,,
22-01-2020,1231.391,400049.299,,
23-01-2020,-4400,395649.299,,
24-01-2020,-4400,391249.299,,
28-01-2020,10492.79,401742.089,,
29-01-2020,661.8114,402403.9004,,
30-01-2020,-3109.63,399294.2704,,
31-01-2020,5870.867,405165.1374,,
03-02-2020,-6600,398565.1374,,
04-02-2020,5271.589,403836.7264,,
05-02-2020,-6600,397236.7264,,
06-02-2020,1410.637,398647.3634,,
07-02-2020,4513.703,403161.0664,,
10-02-2020,-2200,400961.0664,,
11-02-2020,-321.686,400639.3804,,
12-02-2020,21038.45,421677.8304,,
13-02-2020,-4400,417277.8304,,
14-02-2020,16669.9,433947.7304,,
17-02-2020,3456.594,437404.3244,,
19-02-2020,-4709.28,432695.0444,,
25-02-2020,1719.153,434414.1974,,
26-02-2020,-2200,432214.1974,,
02-03-2020,6844.327,439058.5244,,
03-03-2020,-6600,432458.5244,,
04-03-2020,-2200,430258.5244,,
05-03-2020,-3785.78,426472.7444,,
09-03-2020,-4400,422072.7444,,
17-03-2020,7936.967,430009.7114,,
20-03-2020,6817.467,436827.1784,,
24-03-2020,6297.701,443124.8794,,
25-03-2020,-2200,440924.8794,,
26-03-2020,-2200,438724.8794,,
27-03-2020,13951.91,452676.7894,,
30-03-2020,-2200,450476.7894,,
31-03-2020,-8800,441676.7894,,
01-04-2020,4910.653,446587.4424,,
03-04-2020,4930.037,451517.4794,,
07-04-2020,-8800,442717.4794,,
08-04-2020,-1049.71,441667.7694,,
09-04-2020,8889.729,450557.4984,,
13-04-2020,-4400,446157.4984,,
15-04-2020,17592.93,463750.4284,,
16-04-2020,-6600,457150.4284,,
17-04-2020,-8800,448350.4284,,
20-04-2020,471.8181,448822.2465,,
22-04-2020,-2200,446622.2465,,
23-04-2020,302.9514,446925.1979,,
24-04-2020,-2200,444725.1979,,
27-04-2020,-6600,438125.1979,,
28-04-2020,8494.491,446619.6889,,
29-04-2020,-8800,437819.6889,,
30-04-2020,5153.754,442973.4429,,
04-05-2020,-4400,438573.4429,,
05-05-2020,6366.976,444940.4189,,
06-05-2020,7545.419,452485.8379,,
07-05-2020,13496.68,465982.5179,,
08-05-2020,-8800,457182.5179,,
11-05-2020,7819.733,465002.2509,,
13-05-2020,-5865.21,459137.0409,,
14-05-2020,6728.238,465865.2789,,
15-05-2020,-4400,461465.2789,,
18-05-2020,14801.97,476267.2489,,
19-05-2020,-4685.19,471582.0589,,
20-05-2020,-1601.14,469980.9189,,
21-05-2020,4045.21,474026.1289,,
22-05-2020,2136.474,476162.6029,,
26-05-2020,-757.13,475405.4729,,
28-05-2020,-2200,473205.4729,,
29-05-2020,362.8672,473568.3401,,
01-06-2020,-6600,466968.3401,,
02-06-2020,587.0156,467555.3557,,
03-06-2020,10077.14,477632.4957,,
04-06-2020,-420.718,477211.7777,,
05-06-2020,-6435.64,470776.1377,,
08-06-2020,7579.75,478355.8877,,
09-06-2020,2091.05,480446.9377,,
10-06-2020,-2200,478246.9377,,
11-06-2020,-161.199,478085.7387,,
15-06-2020,8797.353,486883.0917,,
16-06-2020,28539.44,515422.5317,,
17-06-2020,3587.458,519009.9897,,
18-06-2020,-4400,514609.9897,,
19-06-2020,916.6244,515526.6141,,
22-06-2020,-155.239,515371.3751,,
23-06-2020,18568.85,533940.2251,,
24-06-2020,20945.33,554885.5551,,
26-06-2020,13063.35,567948.9051,,
29-06-2020,6246.4,574195.3051,,
30-06-2020,26906.19,601101.4951,,
01-07-2020,-2968.14,598133.3551,,
02-07-2020,18582.04,616715.3951,,
03-07-2020,-5909.45,610805.9451,,
06-07-2020,-8800,602005.9451,,
07-07-2020,-2003.07,600002.8751,,
08-07-2020,6281.796,606284.6711,,
09-07-2020,10403.14,616687.8111,,
10-07-2020,-2200,614487.8111,,
13-07-2020,29401.73,643889.5411,,
14-07-2020,-2200,641689.5411,,
15-07-2020,-4400,637289.5411,,
16-07-2020,4950.059,642239.6001,,
17-07-2020,10821.83,653061.4301,,
20-07-2020,3747.777,656809.2071,,
21-07-2020,7137.354,663946.5611,,
22-07-2020,-6600,657346.5611,,
23-07-2020,-6600,650746.5611,,
24-07-2020,4192.088,654938.6491,,
27-07-2020,-25.2902,654913.3589,,
28-07-2020,-6600,648313.3589,,
29-07-2020,3573.897,651887.2559,,
30-07-2020,-2200,649687.2559,,
31-07-2020,-1574.97,648112.2859,,
03-08-2020,12670.57,660782.8559,,
04-08-2020,-1745.89,659036.9659,,
05-08-2020,1147.604,660184.5699,,
06-08-2020,5933.471,666118.0409,,
07-08-2020,-1.69553,666116.3454,,
10-08-2020,-8800,657316.3454,,
11-08-2020,9995.027,667311.3724,,
12-08-2020,-2200,665111.3724,,
13-08-2020,8808.401,673919.7734,,
14-08-2020,20837.71,694757.4834,,
17-08-2020,1826.316,696583.7994,,
18-08-2020,5861.968,702445.7674,,
19-08-2020,-196.963,702248.8044,,
20-08-2020,3840.343,706089.1474,,
21-08-2020,24643.18,730732.3274,,
24-08-2020,10169.14,740901.4674,,
25-08-2020,4352.398,745253.8654,,
26-08-2020,-2253.38,743000.4854,,
27-08-2020,-2342.81,740657.6754,,
28-08-2020,10792.23,751449.9054,,
31-08-2020,44659.6,796109.5054,,
01-09-2020,-5027.48,791082.0254,,
02-09-2020,-4400,786682.0254,,
03-09-2020,-6482.2,780199.8254,,
07-09-2020,5033.244,785233.0694,,
08-09-2020,-2200,783033.0694,,
09-09-2020,1840.61,784873.6794,,
10-09-2020,-4400,780473.6794,,54000
11-09-2020,1879.271,782352.9504,,
14-09-2020,-8800,773552.9504,,
15-09-2020,-4400,769152.9504,,
16-09-2020,2487.906,771640.8564,,
17-09-2020,-2200,769440.8564,,
18-09-2020,-812.031,768628.8254,,
21-09-2020,-2200,766428.8254,,
22-09-2020,-2200,764228.8254,,
23-09-2020,12228.74,776457.5654,,
25-09-2020,-6600,769857.5654,,
28-09-2020,-8800,761057.5654,,
29-09-2020,9088.554,770146.1194,,
01-10-2020,640.9768,770787.0962,,
05-10-2020,4998.47,775785.5662,,
06-10-2020,-6600,769185.5662,,
07-10-2020,1937.261,771122.8272,,
08-10-2020,-3955.26,767167.5672,,
09-10-2020,-4400,762767.5672,,
12-10-2020,-3089.39,759678.1772,,
13-10-2020,-4400,755278.1772,,
15-10-2020,-2200,753078.1772,,
16-10-2020,-4369.13,748709.0472,,
19-10-2020,-6600,742109.0472,,
20-10-2020,2537.461,744646.5082,,
21-10-2020,7030.597,751677.1052,,
22-10-2020,-2200,749477.1052,,
23-10-2020,-12.9302,749464.175,,
26-10-2020,15243.31,764707.485,,
28-10-2020,-2200,762507.485,,
29-10-2020,1879.048,764386.533,,
30-10-2020,-1895.34,762491.193,,
02-11-2020,-1857.39,760633.803,,
03-11-2020,-6600,754033.803,,
04-11-2020,5731.741,759765.544,,
05-11-2020,-6600,753165.544,,
06-11-2020,10907.65,764073.194,,
09-11-2020,2399.981,766473.175,,
10-11-2020,-6601.56,759871.615,,
11-11-2020,2589.291,762460.906,,
13-11-2020,-4400,758060.906,,
17-11-2020,-1613.48,756447.426,,
18-11-2020,-2263.98,754183.446,,
19-11-2020,12983.92,767167.366,,
20-11-2020,3735.583,770902.949,,
23-11-2020,-6600,764302.949,,
24-11-2020,-3536.54,760766.409,,
25-11-2020,17773.7,778540.109,,
26-11-2020,2446.066,780986.175,,
27-11-2020,-8800,772186.175,,
01-12-2020,3910.909,776097.084,,
02-12-2020,-3810.6,772286.484,,
03-12-2020,4351.311,776637.795,,
04-12-2020,-1500.22,775137.575,,
07-12-2020,677.2899,775814.8649,,
08-12-2020,6780.103,782594.9679,,
09-12-2020,8589.597,791184.5649,,
11-12-2020,21691.1,812875.6649,,
14-12-2020,-6993.33,805882.3349,,
16-12-2020,1060.036,806942.3709,,
17-12-2020,3422.068,810364.4389,,
18-12-2020,-320.427,810044.0119,,
21-12-2020,-2200,807844.0119,,
22-12-2020,-8800,799044.0119,,
23-12-2020,-5161.4,793882.6119,,
24-12-2020,6102.165,799984.7769,,
28-12-2020,3312.488,803297.2649,,
29-12-2020,5032.199,808329.4639,,
30-12-2020,-3430.74,804898.7239,,
01-01-2021,5677.48,405677.48,,
04-01-2021,-5594.42,400083.06,,
06-01-2021,-6600,393483.06,,
07-01-2021,-1466.55,392016.51,,
08-01-2021,-6738.28,385278.23,,
11-01-2021,-8800,376478.23,,
12-01-2021,-2200,374278.23,,
13-01-2021,3738.669,378016.899,,
14-01-2021,4472.126,382489.025,,
15-01-2021,229.5253,382718.5503,,
18-01-2021,10998.63,393717.1803,,
19-01-2021,270.9197,393988.1,,
20-01-2021,-2200,391788.1,,
21-01-2021,-6600,385188.1,,
22-01-2021,3566.57,388754.67,,
25-01-2021,17723.48,406478.15,,
29-01-2021,-4400,402078.15,,
01-02-2021,-2200,399878.15,,
02-02-2021,-3232.11,396646.04,,
03-02-2021,-6600,390046.04,,
04-02-2021,-2751.54,387294.5,,
05-02-2021,9433.897,396728.397,,
08-02-2021,7777.164,404505.561,,
09-02-2021,4135.899,408641.46,,
10-02-2021,1529.114,410170.574,,
12-02-2021,6444.045,416614.619,,
15-02-2021,-4400,412214.619,,
16-02-2021,23628.09,435842.709,,
17-02-2021,3455.121,439297.83,,
18-02-2021,-8800,430497.83,,
19-02-2021,-2200,428297.83,,
22-02-2021,-6600,421697.83,,
23-02-2021,-4187.64,417510.19,,
24-02-2021,-4400,413110.19,,44285
25-02-2021,-6600,406510.19,,
01-03-2021,-4400,402110.19,,
02-03-2021,-2200,399910.19,,
03-03-2021,-4400,395510.19,,
05-03-2021,6638.463,402148.653,,
08-03-2021,-6600,395548.653,,
09-03-2021,-536.006,395012.647,,
10-03-2021,17236.82,412249.467,,
12-03-2021,-6600,405649.467,,
16-03-2021,605.4542,406254.9212,,
17-03-2021,8773.374,415028.2952,,
18-03-2021,2000.234,417028.5292,,
22-03-2021,-2175.35,414853.1792,,
23-03-2021,311.5096,415164.6888,,
25-03-2021,8152.412,423317.1008,,
26-03-2021,-6600,416717.1008,,
30-03-2021,-3923.74,412793.3608,,
31-03-2021,-5314.78,407478.5808,,
01-04-2021,-6600,400878.5808,,
05-04-2021,-2200,398678.5808,,
06-04-2021,-792.791,397885.7898,,
07-04-2021,10386.03,408271.8198,,
08-04-2021,-5575.09,402696.7298,,
09-04-2021,15306.3,418003.0298,,
12-04-2021,8356.669,426359.6988,,
13-04-2021,-2200,424159.6988,,
15-04-2021,16796.45,440956.1488,,
16-04-2021,4407.323,445363.4718,,
19-04-2021,1471.867,446835.3388,,
20-04-2021,9217.432,456052.7708,,
22-04-2021,14350.49,470403.2608,,
23-04-2021,3172.979,473576.2398,,
26-04-2021,4.694868,473580.9347,,
27-04-2021,-4596.67,468984.2647,,
28-04-2021,-2224.82,466759.4447,,
29-04-2021,1022.583,467782.0277,,
30-04-2021,-2151.2,465630.8277,,
03-05-2021,-2200,463430.8277,,
04-05-2021,-6600,456830.8277,,
05-05-2021,1131.728,457962.5557,,
06-05-2021,8850.494,466813.0497,,
07-05-2021,-3534.86,463278.1897,,
10-05-2021,-639.059,462639.1307,,
11-05-2021,-2200,460439.1307,,
12-05-2021,4986.115,465425.2457,,
14-05-2021,-2200,463225.2457,,
17-05-2021,-1279.04,461946.2057,,
18-05-2021,-868.475,461077.7307,,
19-05-2021,-2200,458877.7307,,
20-05-2021,2443.87,461321.6007,,
21-05-2021,2450.592,463772.1927,,
24-05-2021,-4151.41,459620.7827,,
25-05-2021,-853.631,458767.1517,,
26-05-2021,-1911.16,456855.9917,,
27-05-2021,-2200,454655.9917,,
28-05-2021,29747.19,484403.1817,,
31-05-2021,4451.495,488854.6767,,
01-06-2021,14026.71,502881.3867,,
02-06-2021,-4400,498481.3867,,
03-06-2021,-531.927,497949.4597,,
04-06-2021,913.4695,498862.9292,,
07-06-2021,-2991.65,495871.2792,,
08-06-2021,-320.629,495550.6502,,
09-06-2021,5585.399,501136.0492,,
10-06-2021,-580.428,500555.6212,,
11-06-2021,-6600,493955.6212,,
14-06-2021,-2200,491755.6212,,
15-06-2021,4996.609,496752.2302,,
16-06-2021,-4400,492352.2302,,
21-06-2021,-2200,490152.2302,,
22-06-2021,13123.7,503275.9302,,
25-06-2021,-3742.84,499533.0902,,
28-06-2021,1853.097,501386.1872,,
30-06-2021,935.0446,502321.2318,,
02-07-2021,8868.65,511189.8818,,
05-07-2021,3807.921,514997.8028,,
06-07-2021,12397.49,527395.2928,,
07-07-2021,-686.327,526708.9658,,
08-07-2021,6529.716,533238.6818,,
12-07-2021,7807.211,541045.8928,,
13-07-2021,-772.616,540273.2768,,
14-07-2021,7337.661,547610.9378,,
15-07-2021,-4400,543210.9378,,
16-07-2021,-4400,538810.9378,,
20-07-2021,-2200,536610.9378,,
22-07-2021,452.1417,537063.0795,,
23-07-2021,-3933.39,533129.6895,,
26-07-2021,13211.84,546341.5295,,
27-07-2021,-4400,541941.5295,,
28-07-2021,2133.889,544075.4185,,
29-07-2021,4607.723,548683.1415,,
30-07-2021,-829.099,547854.0425,,
02-08-2021,-4966.97,542887.0725,,
03-08-2021,6189.855,549076.9275,,
04-08-2021,9414.86,558491.7875,,
05-08-2021,-1605.25,556886.5375,,
06-08-2021,1567.549,558454.0865,,
09-08-2021,43735.63,602189.7165,,
10-08-2021,-2200,599989.7165,,
11-08-2021,-6600,593389.7165,,
13-08-2021,-2669.08,590720.6365,,
16-08-2021,-2200,588520.6365,,
17-08-2021,2736.98,591257.6165,,
18-08-2021,3582.817,594840.4335,,
23-08-2021,8655.753,603496.1865,,
24-08-2021,-5963.72,597532.4665,,
25-08-2021,5668.455,603200.9215,,
26-08-2021,-2200,601000.9215,,
27-08-2021,-4400,596600.9215,,
30-08-2021,-2348.7,594252.2215,,
31-08-2021,-611.455,593640.7665,,
01-09-2021,12785.48,606426.2465,,
02-09-2021,2723.177,609149.4235,,
03-09-2021,5009.326,614158.7495,,
06-09-2021,994.3442,615153.0937,,
07-09-2021,-536.899,614616.1947,,
08-09-2021,19447.79,634063.9847,,
13-09-2021,-2200,631863.9847,,
14-09-2021,1931.748,633795.7327,,
15-09-2021,6888.897,640684.6297,,
