Date,P/L,Amt,,
16-09-2021,-6600,634084.6297,,
17-09-2021,1047.664,635132.2937,,
21-09-2021,-154.894,634977.3997,,
22-09-2021,-4400,630577.3997,,
23-09-2021,4722.409,635299.8087,,
24-09-2021,-4400,630899.8087,,
27-09-2021,-1423.17,629476.6387,,
28-09-2021,-4400,625076.6387,,
29-09-2021,-4400,620676.6387,,
30-09-2021,628.2148,621304.8535,,
04-10-2021,6281.965,627586.8185,,
05-10-2021,2601.456,630188.2745,,
06-10-2021,5625.874,635814.1485,,
07-10-2021,-6600,629214.1485,,
08-10-2021,-2033.25,627180.8985,,
11-10-2021,-6600,620580.8985,,
12-10-2021,-2912.52,617668.3785,,
13-10-2021,4770.664,622439.0425,,
14-10-2021,-2200,620239.0425,,
18-10-2021,-808.099,619430.9435,,
19-10-2021,1953.907,621384.8505,,
20-10-2021,-2200,619184.8505,,
21-10-2021,21639.73,640824.5805,,
22-10-2021,-734.717,640089.8635,,
25-10-2021,-4400,635689.8635,,
26-10-2021,-3235.65,632454.2135,,
27-10-2021,-2716.85,629737.3635,,
28-10-2021,-2315.9,627421.4635,,
01-11-2021,-4400,623021.4635,,
02-11-2021,3604.64,626626.1035,,
03-11-2021,-4381.32,622244.7835,,
08-11-2021,6223.939,628468.7225,,
09-11-2021,5039.479,633508.2015,,
10-11-2021,-2200,631308.2015,,
11-11-2021,-2610.67,628697.5315,,
12-11-2021,-396.642,628300.8895,,
15-11-2021,8222.795,636523.6845,,
16-11-2021,15217.15,651740.8345,,
17-11-2021,774.0726,652514.9071,,
22-11-2021,8800.458,661315.3651,,
23-11-2021,-2200,659115.3651,,
24-11-2021,9217.958,668333.3231,,
29-11-2021,-4400,663933.3231,,
30-11-2021,60136.85,724070.1731,,
01-12-2021,-235.351,723834.8221,,
02-12-2021,-647.822,723187.0001,,
03-12-2021,-323.941,722863.0591,,
06-12-2021,8532.114,731395.1731,,
07-12-2021,-8164.61,723230.5631,,
08-12-2021,-6600,716630.5631,,
09-12-2021,942.2429,717572.806,,
13-12-2021,2034.222,719607.028,,
15-12-2021,-2200,717407.028,,
16-12-2021,-4400,713007.028,,
17-12-2021,-8800,704207.028,,
21-12-2021,-2567.12,701639.908,,
22-12-2021,-5508.38,696131.528,,
23-12-2021,-6600,689531.528,,
24-12-2021,8330.092,697861.62,,
28-12-2021,10106.05,707967.67,,
29-12-2021,-1195,706772.67,,
30-12-2021,-2200,704572.67,,
31-12-2021,-1590.33,702982.34,,
03-01-2022,-6600,393400,,
04-01-2022,-1673.44,391726.56,,
05-01-2022,-6600,385126.56,,
07-01-2022,13896.47,399023.03,,
10-01-2022,617.4208,399640.4508,,
12-01-2022,2561.469,402201.9198,,
13-01-2022,1013.818,403215.7378,,
17-01-2022,-4400,398815.7378,,
18-01-2022,14012.31,412828.0478,,
19-01-2022,13388.45,426216.4978,,
20-01-2022,3776.88,429993.3778,,
24-01-2022,-2200,427793.3778,,
25-01-2022,-2200,425593.3778,,
27-01-2022,-2200,423393.3778,,
28-01-2022,-6600,416793.3778,,
31-01-2022,-6600,410193.3778,,
01-02-2022,-4400,405793.3778,,
02-02-2022,-2721.26,403072.1178,,
03-02-2022,1612.8,404684.9178,,
04-02-2022,12882.33,417567.2478,,
07-02-2022,-566.294,417000.9538,,
08-02-2022,-2615.04,414385.9138,,
09-02-2022,-4187.89,410198.0238,,
10-02-2022,-2107.34,408090.6838,,
15-02-2022,671.7698,408762.4536,,
16-02-2022,189.3926,408951.8462,,
17-02-2022,7041.169,415993.0152,,
21-02-2022,1797.076,417790.0912,,
22-02-2022,0,417790.0912,,
23-02-2022,20682.5,438472.5912,,
25-02-2022,-6600,431872.5912,,
02-03-2022,-1121.72,430750.8712,,
03-03-2022,-6600,424150.8712,,
07-03-2022,-6600,417550.8712,,34712
08-03-2022,1174.17,418725.0412,,
09-03-2022,-2200,416525.0412,,
10-03-2022,-8800,407725.0412,,
11-03-2022,-2200,405525.0412,,
14-03-2022,-1764.97,403760.0712,,
15-03-2022,11063.65,414823.7212,,
16-03-2022,14624.9,429448.6212,,
17-03-2022,365.7581,429814.3793,,
21-03-2022,5060.783,434875.1623,,
22-03-2022,23915.8,458790.9623,,
23-03-2022,4693.097,463484.0593,,
24-03-2022,960.1498,464444.2091,,
25-03-2022,11930.96,476375.1691,,
28-03-2022,-4400,471975.1691,,
29-03-2022,1873.107,473848.2761,,
30-03-2022,-4403.96,469444.3161,,
31-03-2022,-4400,465044.3161,,
01-04-2022,-2786.97,462257.3461,,
04-04-2022,-2200,460057.3461,,
05-04-2022,-5854.73,454202.6161,,
06-04-2022,8221.395,462424.0111,,
07-04-2022,-6600,455824.0111,,
08-04-2022,1750.124,457574.1351,,
11-04-2022,-2014.17,455559.9651,,
13-04-2022,273.7453,455833.7104,,
18-04-2022,3802.763,459636.4734,,
19-04-2022,15359.05,474995.5234,,
20-04-2022,1758.147,476753.6704,,
21-04-2022,-4400,472353.6704,,
22-04-2022,1622.413,473976.0834,,
26-04-2022,9441.339,483417.4224,,
28-04-2022,-4400,479017.4224,,
29-04-2022,-4400,474617.4224,,
02-05-2022,-4400,470217.4224,,
04-05-2022,2547.139,472764.5614,,
05-05-2022,5945.271,478709.8324,,
10-05-2022,-4400,474309.8324,,
11-05-2022,10345.89,484655.7224,,
13-05-2022,-6600,478055.7224,,
16-05-2022,9112.002,487167.7244,,
17-05-2022,-915.73,486251.9944,,
18-05-2022,515.6581,486767.6525,,
20-05-2022,-2588.94,484178.7125,,
23-05-2022,4255.331,488434.0435,,
24-05-2022,14715.7,503149.7435,,
25-05-2022,-2200,500949.7435,,
26-05-2022,-6600,494349.7435,,
27-05-2022,-6600,487749.7435,,
30-05-2022,-2200,485549.7435,,
31-05-2022,-2200,483349.7435,,
01-06-2022,-119.523,483230.2205,,
02-06-2022,2925.622,486155.8425,,
03-06-2022,12530.17,498686.0125,,
06-06-2022,1343.646,500029.6585,,
07-06-2022,3377.313,503406.9715,,
08-06-2022,-2200,501206.9715,,
09-06-2022,-2200,499006.9715,,
10-06-2022,559.0014,499565.9729,,
15-06-2022,1867.332,501433.3049,,
16-06-2022,25071.98,526505.2849,,
21-06-2022,-6600,519905.2849,,
23-06-2022,3356.403,523261.6879,,
24-06-2022,-2054.09,521207.5979,,
27-06-2022,-6600,514607.5979,,
30-06-2022,6987.169,521594.7669,,
04-07-2022,9928.751,531523.5179,,
05-07-2022,2877.997,534401.5149,,
06-07-2022,-8800,525601.5149,,
07-07-2022,-4197.92,521403.5949,,
08-07-2022,902.4267,522306.0216,,
13-07-2022,1719.942,524025.9636,,
15-07-2022,-6821.25,517204.7136,,
18-07-2022,-6600,510604.7136,,
20-07-2022,9693.574,520298.2876,,
21-07-2022,-4400,515898.2876,,
22-07-2022,26362.54,542260.8276,,
26-07-2022,-4400,537860.8276,,
28-07-2022,-8800,529060.8276,,
29-07-2022,-736.049,528324.7786,,
01-08-2022,-6600,521724.7786,,
04-08-2022,11448.09,533172.8686,,
05-08-2022,6467.815,539640.6836,,
08-08-2022,-410.512,539230.1716,,
10-08-2022,-6600,532630.1716,,
11-08-2022,2169.946,534800.1176,,
12-08-2022,-5242.86,529557.2576,,
16-08-2022,-6600,522957.2576,,
17-08-2022,6902.799,529860.0566,,
19-08-2022,15228.8,545088.8566,,
24-08-2022,1937.944,547026.8006,,
25-08-2022,7442.072,554468.8726,,
26-08-2022,-4412.47,550056.4026,,
30-08-2022,-8800,541256.4026,,
02-09-2022,19888.67,561145.0726,,
05-09-2022,-4400,556745.0726,,
06-09-2022,57.88103,556802.9536,,
08-09-2022,20644.8,577447.7536,,
09-09-2022,6815.16,584262.9136,,
12-09-2022,-2309.06,581953.8536,,
13-09-2022,2155.825,584109.6786,,
15-09-2022,2090.653,586200.3316,,
16-09-2022,-2200,584000.3316,,
19-09-2022,-1925.54,582074.7916,,
20-09-2022,-6600,575474.7916,,
23-09-2022,1059.588,576534.3796,,
27-09-2022,6263.914,582798.2936,,
29-09-2022,2293.703,585091.9966,,
30-09-2022,-8800,576291.9966,,
03-10-2022,1998.965,578290.9616,,
04-10-2022,-4565.7,573725.2616,,
06-10-2022,-2536.83,571188.4316,,
07-10-2022,8114.897,579303.3286,,
11-10-2022,28534.89,607838.2186,,
12-10-2022,10750.38,618588.5986,,
13-10-2022,494.4428,619083.0414,,
14-10-2022,-4983.11,614099.9314,,
18-10-2022,-565.493,613534.4384,,
19-10-2022,8938.297,622472.7354,,
21-10-2022,-2200,620272.7354,,
25-10-2022,-4007.65,616265.0854,,
27-10-2022,-3098.75,613166.3354,,
31-10-2022,-152.139,613014.1964,,
01-11-2022,9286.875,622301.0714,,
03-11-2022,-2200,620101.0714,,
04-11-2022,-4400,615701.0714,,
07-11-2022,-5958.88,609742.1914,,
09-11-2022,1307.045,611049.2364,,
10-11-2022,6567.831,617617.0674,,
11-11-2022,-4228.67,613388.3974,,
14-11-2022,-6600,606788.3974,,
15-11-2022,9750.902,616539.2994,,
16-11-2022,-1415.84,615123.4594,,
18-11-2022,-4400,610723.4594,,
21-11-2022,-3204.59,607518.8694,,
22-11-2022,876.7696,608395.639,,
24-11-2022,-4400,603995.639,,
28-11-2022,2834.584,606830.223,,
29-11-2022,1024.164,607854.387,,
30-11-2022,-2200,605654.387,,
01-12-2022,-4296.11,601358.277,,
02-12-2022,3220.858,604579.135,,
05-12-2022,-4401.34,600177.795,,
07-12-2022,-4400,595777.795,,
09-12-2022,-2078.51,593699.285,,
13-12-2022,1493.534,595192.819,,
14-12-2022,2204.825,597397.644,,
16-12-2022,3626.034,601023.678,,
19-12-2022,6213.828,607237.506,,
21-12-2022,-6600,600637.506,,
26-12-2022,1010.3,601647.806,,
27-12-2022,2334.045,603981.851,,
30-12-2022,-4976.85,599005.001,,
02-01-2023,-1045.35,398954.65,,
03-01-2023,551.7414,399506.3914,,
05-01-2023,4570.07,404076.4614,,
09-01-2023,-8800,395276.4614,,
10-01-2023,-74.4141,395202.0473,,
17-01-2023,-920.687,394281.3603,,
20-01-2023,12704.05,406985.4103,,
23-01-2023,-6600,400385.4103,,
25-01-2023,-2200,398185.4103,,
27-01-2023,-4203.29,393982.1203,,
30-01-2023,71900,465882.1203,,
31-01-2023,2085.298,467967.4183,,
01-02-2023,10620.04,478587.4583,,
03-02-2023,-815.869,477771.5893,,
06-02-2023,-2226.03,475545.5593,,
07-02-2023,-2200,473345.5593,,
08-02-2023,-2386.7,470958.8593,,
09-02-2023,6003.439,476962.2983,,
10-02-2023,-2200,474762.2983,,
13-02-2023,-4400,470362.2983,,
14-02-2023,-2200,468162.2983,,
15-02-2023,14841.14,483003.4383,,
16-02-2023,9634.569,492638.0073,,
20-02-2023,-2200,490438.0073,,
21-02-2023,-2200,488238.0073,,
23-02-2023,-761.085,487476.9223,,
24-02-2023,19632.44,507109.3623,,
01-03-2023,-4400,502709.3623,,
02-03-2023,3729.85,506439.2123,,
03-03-2023,-8800,497639.2123,,
06-03-2023,3903.965,501543.1773,,
08-03-2023,-3268.65,498274.5273,,
09-03-2023,11574.62,509849.1473,,
13-03-2023,12985.82,522834.9673,,
15-03-2023,21066.97,543901.9373,,
16-03-2023,-6600,537301.9373,,
17-03-2023,2894.76,540196.6973,,
20-03-2023,13607.47,553804.1673,,
21-03-2023,-5365.45,548438.7173,,
22-03-2023,16785.13,565223.8473,,
24-03-2023,67.55564,565291.4029,,
31-03-2023,2050.873,567342.2759,,
03-04-2023,1547.799,568890.0749,,
05-04-2023,10989.56,579879.6349,,
06-04-2023,-4400,575479.6349,,
10-04-2023,-2580.05,572899.5849,,
11-04-2023,7723.339,580622.9239,,
12-04-2023,15436.48,596059.4039,,
13-04-2023,-4400,591659.4039,,
17-04-2023,3562.135,595221.5389,,
20-04-2023,-2200,593021.5389,,
21-04-2023,2008.677,595030.2159,,
24-04-2023,181.6685,595211.8844,,
25-04-2023,-4400,590811.8844,,
26-04-2023,-2200,588611.8844,,
27-04-2023,-3397.49,585214.3944,,
28-04-2023,7035.91,592250.3044,,
02-05-2023,-3315.24,588935.0644,,
03-05-2023,2940.431,591875.4954,,
04-05-2023,-1293.27,590582.2254,,28425
05-05-2023,-2305.64,588276.5854,,
08-05-2023,-2144.96,586131.6254,,
09-05-2023,-4400,581731.6254,,
10-05-2023,-151.468,581580.1574,,
11-05-2023,-7011.89,574568.2674,,
12-05-2023,1149.591,575717.8584,,
15-05-2023,716.0072,576433.8656,,
16-05-2023,-8800,567633.8656,,
17-05-2023,11809.99,579443.8556,,
18-05-2023,23460.23,602904.0856,,
19-05-2023,-315.651,602588.4346,,
22-05-2023,-4400,598188.4346,,
23-05-2023,5350.984,603539.4186,,
24-05-2023,14640.27,618179.6886,,
25-05-2023,3916.719,622096.4076,,
26-05-2023,-2200,619896.4076,,
29-05-2023,-1763.16,618133.2476,,
31-05-2023,-4400,613733.2476,,
01-06-2023,-2109.96,611623.2876,,
02-06-2023,10851.33,622474.6176,,
05-06-2023,-4400,618074.6176,,
06-06-2023,3572.079,621646.6966,,
07-06-2023,-4400,617246.6966,,
08-06-2023,36947.36,654194.0566,,
09-06-2023,399.3689,654593.4255,,
12-06-2023,-2344.8,652248.6255,,
13-06-2023,-504.046,651744.5795,,
14-06-2023,-1367.14,650377.4395,,
15-06-2023,-313.738,650063.7015,,
16-06-2023,-3772.35,646291.3515,,
19-06-2023,-2644.44,643646.9115,,
20-06-2023,-954.012,642692.8995,,
21-06-2023,-914.706,641778.1935,,
22-06-2023,18039.23,659817.4235,,
26-06-2023,-3214.8,656602.6235,,
27-06-2023,-2457.03,654145.5935,,
28-06-2023,2026.222,656171.8155,,
30-06-2023,-6600,649571.8155,,
03-07-2023,1540.367,651112.1825,,
04-07-2023,-6600,644512.1825,,
05-07-2023,4929.525,649441.7075,,
06-07-2023,2041.713,651483.4205,,
07-07-2023,3401.026,654884.4465,,
11-07-2023,-2200,652684.4465,,
13-07-2023,-6600,646084.4465,,
14-07-2023,-4583.9,641500.5465,,
17-07-2023,13939.16,655439.7065,,
18-07-2023,1774.813,657214.5195,,
19-07-2023,-2068.26,655146.2595,,
20-07-2023,7002.381,662148.6405,,
21-07-2023,-4400,657748.6405,,
24-07-2023,-4454.71,653293.9305,,
25-07-2023,6693.629,659987.5595,,
26-07-2023,-6600,653387.5595,,
27-07-2023,-8800,644587.5595,,
28-07-2023,-4400,640187.5595,,
31-07-2023,-5762.94,634424.6195,,
01-08-2023,6696.31,641120.9295,,
02-08-2023,-2200,638920.9295,,
03-08-2023,9200.025,648120.9545,,
04-08-2023,7263.12,655384.0745,,
07-08-2023,-4400,650984.0745,,
08-08-2023,3274.765,654258.8395,,
09-08-2023,16702.09,670960.9295,,
10-08-2023,-4400,666560.9295,,
11-08-2023,4133.139,670694.0685,,
14-08-2023,-4400,666294.0685,,
16-08-2023,-2200,664094.0685,,
17-08-2023,5753.651,669847.7195,,
21-08-2023,2802.742,672650.4615,,
22-08-2023,-6600,666050.4615,,
23-08-2023,-4224.77,661825.6915,,
24-08-2023,23406.29,685231.9815,,
25-08-2023,-2200,683031.9815,,
28-08-2023,510.0993,683542.0808,,
29-08-2023,2826.69,686368.7708,,
30-08-2023,5316.264,691685.0348,,
31-08-2023,1083.719,692768.7538,,
