Date,Stock,Gap_up,Time,EMA,P/L,Quantity,Margin
03-02-2021,DRREDDY,0.021517,9:35:00,4668.146,-2200,101.4327,95163.11
04-02-2021,HEROMOTOCO,0.017806,9:20:00,3446.539,1648.457,52.44444,36514.44
04-02-2021,APOLLOTYRE,0.043086,9:25:00,238.2786,-2200,544.6154,26397.51
04-02-2021,JUBLFOOD,0.033733,9:35:00,555.7034,-2200,402.2727,45215.45
05-02-2021,CANBK,0.02806,9:20:00,166.6392,9433.897,1072.727,36365.45
08-02-2021,SHRIRAMFIN,0.022067,9:20:00,1430.631,2988.087,84.08551,24504.2
08-02-2021,M&M,0.029463,9:35:00,932.8261,6989.077,384.7826,72912.46
08-02-2021,DLF,0.035211,9:40:00,313.9815,-2200,1863.158,117118.1
09-02-2021,NMDC,0.049257,9:20:00,118.9893,3162.089,1361.538,32513.54
09-02-2021,BPCL,0.026068,9:20:00,425.191,-2200,465.7895,39880.89
09-02-2021,EXIDEIND,0.022139,9:35:00,215.2288,3173.81,842.8571,36344
10-02-2021,BERGEPAINT,0.023421,9:20:00,773.0036,1759.061,122.4913,18986.16
10-02-2021,JINDALSTEL,0.013721,9:20:00,314.071,1970.053,643.6364,40523.35
10-02-2021,MFSL,0.012669,9:35:00,761.9531,-2200,240.8163,36965.31
12-02-2021,INDIGO,0.039654,9:30:00,1668.678,6444.045,222.6415,74673.96
15-02-2021,TATAMOTORS,0.013829,9:20:00,326.4541,-2200,1770,115758
15-02-2021,INDUSINDBK,0.017033,9:25:00,1047.796,-2200,368.75,77894.75
16-02-2021,WIPRO,0.014328,9:20:00,442.2949,2960.961,580.3279,51440.26
16-02-2021,SBIN,0.012409,9:25:00,412.7447,12071.93,1041.176,86209.41
16-02-2021,CANBK,0.012612,9:35:00,165.056,8595.197,3218.182,106457.5
17-02-2021,ADANIPORTS,0.033697,9:25:00,656.6374,2118.967,376.5957,49861.28
17-02-2021,TATACONSUM,0.012175,9:30:00,638.1135,1336.154,252.8571,32279.74
18-02-2021,SBIN,0.032301,9:20:00,417.2808,-2200,655.5556,55066.67
18-02-2021,ASIANPAINT,0.015012,9:20:00,2404.229,-2200,181.5385,87470.68
18-02-2021,ONGC,0.014181,9:20:00,104.4345,-2200,1416,29934.24
18-02-2021,IGL,0.017975,9:30:00,562.5842,-2200,297.479,33618.1
19-02-2021,NMDC,0.020417,9:20:00,120.896,-2200,1609.091,39020.45
22-02-2021,LALPATHLAB,0.018897,9:25:00,2473.234,-2200,111.3208,55284.11
22-02-2021,TORNTPOWER,0.015326,9:30:00,373.8963,-2200,804.5455,60421.36
22-02-2021,TATACHEM,0.011962,9:40:00,630.4499,-2200,262.2222,33144.89
23-02-2021,NAUKRI,0.035315,9:20:00,5076.312,2412.364,40.54983,41644.67
23-02-2021,BHARATFORG,0.034574,9:25:00,595.0409,-2200,459.7403,54994.13
23-02-2021,RELIANCE,0.019879,9:25:00,1933.673,-2200,258.3942,100334.5
23-02-2021,ONGC,0.032455,9:35:00,111.3873,-2200,2950,66286.5
24-02-2021,TATACONSUM,0.042231,9:20:00,638.2637,,590,75992
24-02-2021,COALINDIA,0.022279,9:20:00,139.4294,-2200,1966.667,55460
24-02-2021,CONCOR,0.0192,9:20:00,565.5204,-2200,333.9623,37984.87
24-02-2021,LALPATHLAB,0.019426,9:25:00,2311.336,,327.7778,152023.3
25-02-2021,MFSL,0.066495,9:20:00,900.4126,-2200,inf,inf
25-02-2021,ONGC,0.021127,9:25:00,115.9986,-2200,2950,68912
25-02-2021,AXISBANK,0.020817,9:25:00,766.4096,-2200,561.9048,86814.29
01-03-2021,ONGC,0.02973,9:20:00,113.2942,-2200,1361.538,31192.85
01-03-2021,TVSMOTOR,0.025641,9:40:00,602.077,-2200,384.7826,46350.91
02-03-2021,GUJGASLTD,0.063127,9:20:00,536.7188,-2200,357.5758,38403.64
03-03-2021,TATAPOWER,0.042352,9:20:00,102.3637,-2200,1141.935,23660.9
03-03-2021,NAUKRI,0.027718,9:20:00,5012.154,-2200,43.17073,43516.1
05-03-2021,ONGC,0.0315,9:35:00,116.9842,6638.463,2723.077,64046.77
08-03-2021,NMDC,0.035365,9:20:00,135.6132,-2200,1863.158,51069.16
08-03-2021,CONCOR,0.022658,9:20:00,603.9048,-2200,327.7778,39943
08-03-2021,ONGC,0.034798,9:25:00,118.3715,-2200,2950,70682
09-03-2021,AXISBANK,0.020718,9:20:00,749.7093,-2200,786.6667,118519.2
09-03-2021,GRASIM,0.028083,9:25:00,1380.519,6063.994,177,49489.2
09-03-2021,DIVISLAB,0.017134,9:25:00,3521.756,-2200,160.9091,113440.9
09-03-2021,SBILIFE,0.028305,9:30:00,952.1521,-2200,234.4371,44875.95
10-03-2021,HINDPETRO,0.033165,9:20:00,243.2595,3905.849,737.5,36439.88
10-03-2021,GODREJPROP,0.0203,9:20:00,1490.982,2640.808,81.00686,24345.8
10-03-2021,TATAPOWER,0.019626,9:20:00,107.8852,2876.43,3218.182,69802.36
10-03-2021,INDUSINDBK,0.017906,9:25:00,1047.634,7813.732,491.6667,103879.3
12-03-2021,NMDC,0.044889,9:20:00,133.8003,-2200,1416,38118.72
12-03-2021,CONCOR,0.028502,9:20:00,577.0461,-2200,484.9315,56067.78
12-03-2021,HDFCBANK,0.028443,9:25:00,1575.39,-2200,472,149260.6
16-03-2021,ADANIPORTS,0.017175,9:20:00,726.0009,5005.454,380.6452,55650.32
16-03-2021,AUBANK,0.018931,9:35:00,607.5421,-2200,561.9048,68366.95
16-03-2021,INDUSTOWER,0.012559,9:35:00,261.2839,-2200,1416,74311.68
17-03-2021,ITC,0.020929,9:20:00,209.2516,-2200,1863.158,78159.47
17-03-2021,BHARATFORG,0.013093,9:20:00,615.8826,10973.37,393.3333,48714.33
18-03-2021,AUBANK,0.023252,9:20:00,592.3459,-2200,247.5524,29458.74
18-03-2021,LTTS,0.019135,9:20:00,2627.851,6400.234,76.95652,40556.09
18-03-2021,GUJGASLTD,0.021575,9:40:00,520.2367,-2200,2360,245912
22-03-2021,NAUKRI,0.020794,9:20:00,4630.587,-2200,52.05882,48268.94
22-03-2021,BPCL,0.012242,9:30:00,438.9173,-241.364,804.5455,70751.73
22-03-2021,PETRONET,0.011156,9:30:00,228.411,266.0132,1475,67643.5
23-03-2021,ADANIPORTS,0.011567,9:20:00,729.5784,-2200,300,44046
23-03-2021,SHRIRAMFIN,0.012741,9:35:00,1416.282,2511.51,172.6829,49150.74
25-03-2021,JUBLFOOD,0.038354,9:25:00,583.4017,8152.412,442.5,51772.5
26-03-2021,CANBK,0.025105,9:20:00,144.8148,-2200,1011.429,29402.23
26-03-2021,TATAPOWER,0.023315,9:20:00,100.2382,-2200,1863.158,37635.79
26-03-2021,ICICIBANK,0.022658,9:20:00,575.3111,-2200,553.125,63941.25
30-03-2021,JSWSTEEL,0.022013,9:20:00,454.1407,-2200,983.3333,90545.33
30-03-2021,AARTIIND,0.021412,9:25:00,668.1629,-2200,1311.111,175688.9
30-03-2021,ZEEL,0.020255,9:35:00,202.4351,2676.258,1416,57362.16
30-03-2021,INDUSTOWER,0.020004,9:35:00,252.5151,-2200,842.8571,42943.57
31-03-2021,NAUKRI,0.026584,9:20:00,4288.475,-2200,44.69697,38727.24
31-03-2021,BIOCON,0.01114,9:20:00,410.0759,1285.22,722.449,59313.06
31-03-2021,ULTRACEMCO,0.010412,9:20:00,6810.514,-2200,104.4248,142393.6
31-03-2021,CUB,0.011696,9:25:00,157.2411,-2200,2528.571,79548.86
01-04-2021,INDUSTOWER,0.019592,9:20:00,246.7748,-2200,885,43825.2
01-04-2021,IBULHSGFIN,0.018066,9:20:00,197.3758,-2200,1311.111,51788.89
01-04-2021,AUBANK,0.018081,9:25:00,622.449,-2200,1180,147146
05-04-2021,ADANIENT,0.017883,9:20:00,1117.467,-2200,228.3871,51311.73
06-04-2021,JINDALSTEL,0.024422,9:30:00,391.8199,1703.735,448.1013,35225.24
06-04-2021,BAJFINANCE,0.017632,9:30:00,5007.376,1903.474,68.73786,69029.31
06-04-2021,ADANIPORTS,0.018525,9:35:00,748.9467,-2200,708,106058.4
06-04-2021,RBLBANK,0.018182,9:40:00,210.9313,-2200,1475,62392.5
07-04-2021,HDFCLIFE,0.010471,9:20:00,698.66,-2200,956.7568,133754.6
07-04-2021,ADANIPORTS,0.025672,9:25:00,861.0935,16986.03,337.1429,58325.71
07-04-2021,CUB,0.012862,9:30:00,158.5559,-2200,2212.5,70446
07-04-2021,PIIND,0.01459,9:40:00,2382.069,-2200,125.9786,60117.01
08-04-2021,JSWSTEEL,0.017251,9:20:00,566.3424,-2200,416.4706,47261.08
08-04-2021,CUB,0.012088,9:20:00,166.611,-2200,2723.077,91005.23
08-04-2021,APOLLOHOSP,0.011944,9:20:00,3120.194,1024.907,99.15966,61954.96
08-04-2021,JINDALSTEL,0.012088,9:25:00,396.2862,-2200,580.3279,46304.36
09-04-2021,RAMCOCEM,0.01687,9:40:00,1091.27,2287.471,134.0909,29412.84
09-04-2021,AMBUJACEM,0.016209,9:40:00,325.7173,5173.956,528.3582,34507.07
09-04-2021,ASHOKLEY,0.01222,9:40:00,123.6422,7844.872,3218.182,79585.64
12-04-2021,PFIZER,0.01186,9:20:00,4841.002,2649.194,36.27049,35183.1
12-04-2021,INFY,0.022865,9:25:00,1454.112,5707.475,197.7654,57622.89
13-04-2021,BANDHANBNK,0.022134,9:25:00,335.3208,-2200,786.6667,53060.67
15-04-2021,ONGC,0.021558,9:20:00,104.2837,1747.049,2360,50032
15-04-2021,LALPATHLAB,0.036992,9:30:00,3004.177,15049.4,190.3226,114764.5
16-04-2021,PETRONET,0.011932,9:20:00,222.6826,4407.323,2212.5,98589
19-04-2021,ZYDUSLIFE,0.014988,9:35:00,530.2559,1471.867,361.2245,38419.84
20-04-2021,ACC,0.055015,9:20:00,1912.505,7800.546,75.15924,29086.62
20-04-2021,ADANIPORTS,0.032943,9:20:00,731.0461,5816.886,376.5957,55585.53
20-04-2021,ICICIPRULI,0.029753,9:25:00,478.3013,-2200,305.1724,29873.33
20-04-2021,ZYDUSLIFE,0.02817,9:25:00,533.2291,-2200,520.5882,55598.82
22-04-2021,PFIZER,0.0196,9:20:00,5571.651,14390,34.26912,38575.72
22-04-2021,ZYDUSLIFE,0.013753,9:20:00,562.5536,4360.489,310.5263,35232.32
22-04-2021,PETRONET,0.010234,9:20:00,221.7049,-2200,1180,52580.8
22-04-2021,IBULHSGFIN,0.029679,9:25:00,174.435,-2200,655.5556,23239.44
23-04-2021,NAVINFLUOR,0.012682,9:20:00,3219.266,3172.979,76.95652,49560
26-04-2021,ONGC,0.027832,9:20:00,103.7689,4404.695,2528.571,52897.71
26-04-2021,AXISBANK,0.033738,9:25:00,683.2454,-2200,442.5,60976.5
26-04-2021,ICICIBANK,0.056233,9:35:00,592.625,-2200,907.6923,108269.5
27-04-2021,MCDOWELL-N,0.019207,9:20:00,520.1928,-196.667,786.6667,81892
27-04-2021,VEDL,0.0131,9:25:00,240.4506,-2200,1264.286,61090.29
27-04-2021,M&MFIN,0.01072,9:30:00,164.869,-2200,3218.182,106200
28-04-2021,UBL,0.017823,9:20:00,1176.273,-2200,100.2833,23633.76
28-04-2021,NAUKRI,0.01901,9:30:00,5044.949,2175.178,78.66667,79572.12
28-04-2021,TVSMOTOR,0.068338,9:40:00,627.6202,-2200,178.7879,22752.55
29-04-2021,HDFCAMC,0.017106,9:20:00,2823.992,4719.606,136.1538,77090.31
29-04-2021,SIEMENS,0.015798,9:20:00,1885.708,-2200,111.3208,42068.11
29-04-2021,EXIDEIND,0.02121,9:25:00,178.8059,702.9775,1966.667,70387
29-04-2021,SAIL,0.014493,9:40:00,105.9023,-2200,1863.158,39498.95
30-04-2021,EXIDEIND,0.014029,9:20:00,180.2404,-2200,1539.13,55716.52
30-04-2021,LALPATHLAB,0.011464,9:20:00,2953.872,2248.797,104.7337,62107.1
30-04-2021,SUNTV,0.010684,9:35:00,529.9216,-2200,722.449,76760.2
03-05-2021,MARICO,0.020902,9:40:00,432.4698,-2200,804.5455,70075.91
04-05-2021,ADANIENT,0.023456,9:20:00,1263.875,-2200,137.2093,34757.86
04-05-2021,SHRIRAMFIN,0.020133,9:20:00,1317.59,-2200,154.5852,41121.2
04-05-2021,ADANIPORTS,0.024232,9:30:00,767.4604,-2200,354,54374.4
05-05-2021,ONGC,0.02508,9:20:00,111.4635,2352.516,1539.13,34738.17
05-05-2021,NMDC,0.020292,9:20:00,160.5991,-2200,1416,45991.68
05-05-2021,SAIL,0.035156,9:30:00,130.9866,979.2114,1863.158,48907.89
06-05-2021,DEEPAKNTR,0.029412,9:20:00,1930.364,3479.912,71.08434,27570.77
06-05-2021,CIPLA,0.020649,9:20:00,903.0564,4877.854,204.6243,37159.77
06-05-2021,NMDC,0.014341,9:40:00,170.4487,492.7283,1609.091,54966.55
07-05-2021,SBILIFE,0.062513,9:25:00,997.5766,865.1369,292.562,58892.73
07-05-2021,SAIL,0.018331,9:30:00,136.8582,-2200,1863.158,51218.21
07-05-2021,TATASTEEL,0.030881,9:35:00,113.7389,-2200,2528.571,57752.57
10-05-2021,SAIL,0.042981,9:20:00,147.0645,3760.941,1863.158,55354.42
10-05-2021,NMDC,0.028417,9:20:00,192.6295,-2200,372.6316,14681.68
10-05-2021,LUPIN,0.02712,9:20:00,1204.888,-2200,256.5217,61980.78
11-05-2021,GLENMARK,0.010794,9:25:00,633.1347,-2200,513.0435,65084.7
12-05-2021,NMDC,0.020817,9:25:00,203.413,-2200,753.1915,30948.64
12-05-2021,CHOLAFIN,0.01443,9:30:00,551.3429,9386.115,354,39046.2
12-05-2021,SIEMENS,0.044826,9:40:00,2088.656,-2200,74.52632,31375.58
14-05-2021,ASIANPAINT,0.024959,9:25:00,2663.467,-2200,72.83951,39479.01
17-05-2021,BATAINDIA,0.027003,9:35:00,1422.817,3120.961,141.6,40480.61
17-05-2021,UPL,0.018431,9:35:00,771.9116,-2200,426.506,66266.24
17-05-2021,RBLBANK,0.014385,9:40:00,191.6918,-2200,2212.5,85269.75
18-05-2021,NMDC,0.028939,9:20:00,188.7147,-2200,1264.286,47916.43
18-05-2021,JINDALSTEL,0.021814,9:25:00,444.0895,-2200,804.5455,71886.14
18-05-2021,SAIL,0.030257,9:30:00,134.0268,5731.525,2360,63672.8
18-05-2021,TATASTEEL,0.020851,9:30:00,117.8285,-2200,3218.182,76270.91
19-05-2021,ADANIPORTS,0.010439,9:20:00,779.6311,-2200,505.7143,78992.57
20-05-2021,AARTIIND,0.012126,9:25:00,854.2226,2744.482,321.8182,55449.27
20-05-2021,PIIND,0.011103,9:25:00,2607.1,1899.389,79.01786,41367.43
20-05-2021,IBULHSGFIN,0.021734,9:40:00,194.6129,-2200,1539.13,60026.09
21-05-2021,IBULHSGFIN,0.0227,9:20:00,212.8196,-2200,643.6364,27579.82
21-05-2021,HINDPETRO,0.058559,9:25:00,279.6584,4650.592,610.3448,34740.83
24-05-2021,SBIN,0.039382,9:20:00,408.8085,248.5878,753.1915,62281.4
24-05-2021,CUB,0.028278,9:30:00,176.5917,-2200,3218.182,113923.6
24-05-2021,MCDOWELL-N,0.030406,9:40:00,586.5303,-2200,361.2245,42559.47
25-05-2021,SAIL,0.013226,9:20:00,125.8033,-2200,2360,59637.2
25-05-2021,CONCOR,0.023256,9:25:00,652.8753,-2200,491.6667,64978.67
25-05-2021,ALKEM,0.012967,9:25:00,3014.629,-2200,211.976,127825.8
25-05-2021,JINDALSTEL,0.012945,9:40:00,413.2732,5746.369,753.1915,62537.49
26-05-2021,MUTHOOTFIN,0.015148,9:25:00,1271.367,-2200,333.9623,85026.79
26-05-2021,ZEEL,0.012156,9:25:00,203.5427,-2200,1770,72286.8
26-05-2021,TRENT,0.012187,9:30:00,830.3278,2488.84,600,99696
27-05-2021,BPCL,0.027107,9:35:00,477.225,-2200,1416,135213.8
28-05-2021,SAIL,0.034765,9:20:00,124.2482,7304.572,1770,44320.8
28-05-2021,JINDALSTEL,0.034443,9:20:00,404.1157,4953.724,442.5,36130.13
28-05-2021,TATASTEEL,0.031464,9:20:00,112.1409,11302.57,3540,80499.6
28-05-2021,JSWSTEEL,0.023392,9:20:00,695.5019,6186.324,478.3784,67456.14
31-05-2021,GRANULES,0.010136,9:35:00,319.1464,923.662,1106.25,70667.25
31-05-2021,DIVISLAB,0.016929,9:40:00,4234.836,3527.833,57.56098,48966.55
01-06-2021,LICHSGFIN,0.01008,9:20:00,469.073,-2200,907.6923,85422.92
01-06-2021,ESCORTS,0.014678,9:30:00,1178.516,3868.437,196.6667,46452.67
01-06-2021,PETRONET,0.012632,9:35:00,243.4902,12358.27,5057.143,246535.7
02-06-2021,GAIL,0.012155,9:20:00,107.4838,-2200,2360,50810.8
02-06-2021,GUJGASLTD,0.022483,9:35:00,566.1306,-2200,380.6452,43420.19
03-06-2021,TATAPOWER,0.017576,9:20:00,108.9487,1120.786,1770,38763
03-06-2021,NAUKRI,0.015991,9:20:00,4554.912,-2200,81.56682,74442.77
03-06-2021,BALKRISIND,0.01173,9:20:00,2236.004,2747.287,147.5,66021
03-06-2021,MUTHOOTFIN,0.019683,9:35:00,1485.437,-2200,137.2093,41069.49
04-06-2021,ONGC,0.017143,9:25:00,124.7301,-2200,3540,88500
04-06-2021,M&M,0.014899,9:25:00,808.9889,3113.469,570.9677,92525.32
07-06-2021,CONCOR,0.019971,9:20:00,717.4431,-2200,722.449,104032.7
07-06-2021,TVSMOTOR,0.034649,9:30:00,647.5286,-2200,389.011,50649.23
07-06-2021,COALINDIA,0.018942,9:35:00,157.0915,1408.35,1220.69,38415.1
08-06-2021,POWERGRID,0.011287,9:20:00,177.6977,4079.371,2082.353,74069.29
08-06-2021,MFSL,0.01103,9:20:00,985.0428,-2200,297.479,58662.86
08-06-2021,IRCTC,0.017305,9:25:00,428.3947,-2200,561.9048,48486.76
09-06-2021,TATAPOWER,0.03161,9:20:00,118.9563,-2200,2082.353,49893.18
09-06-2021,ONGC,0.017628,9:25:00,126.3782,9985.399,3933.333,99749.33
09-06-2021,MFSL,0.024251,9:40:00,1019.154,-2200,226.9231,46383.08
10-06-2021,SAIL,0.016472,9:20:00,126.0322,-2200,1311.111,33210.44
10-06-2021,TATAPOWER,0.026875,9:35:00,126.8576,-2200,3218.182,81709.64
10-06-2021,POWERGRID,0.024229,9:35:00,184.0392,3819.572,1416,52151.28
11-06-2021,POWERGRID,0.029517,9:20:00,183.4337,-2200,2723.077,100617.7
11-06-2021,TATASTEEL,0.012113,9:20:00,112.1648,-2200,2950,66375
11-06-2021,PFC,0.011855,9:20:00,131.449,-2200,2528.571,66678.43
14-06-2021,INFY,0.016656,9:20:00,1457.215,-2200,228.3871,66805.51
15-06-2021,BANDHANBNK,0.01941,9:25:00,322.0807,1444.269,863.4146,56026.98
15-06-2021,TATAPOWER,0.012966,9:25:00,124.0836,5752.339,3218.182,79939.64
15-06-2021,ADANIPORTS,0.044831,9:30:00,770.6548,-2200,364.9485,56286
16-06-2021,JUBLFOOD,0.0233,9:25:00,653.1423,-2200,350.495,46223.29
16-06-2021,ONGC,0.013163,9:35:00,126.9735,-2200,5057.143,128502
21-06-2021,BANDHANBNK,0.017054,9:30:00,328.9572,-2200,491.6667,32641.75
22-06-2021,GUJGASLTD,0.018499,9:20:00,691.9549,7405.917,313.2743,43776.96
22-06-2021,VEDL,0.016513,9:20:00,256.2875,-2200,1966.667,101263.7
22-06-2021,INDUSTOWER,0.026686,9:35:00,254.4468,-2200,1072.727,54870
22-06-2021,AARTIIND,0.027146,9:40:00,890.0932,10117.79,907.6923,161596.5
25-06-2021,LICHSGFIN,0.024801,9:20:00,466.2583,657.1582,364.9485,34312.45
25-06-2021,ASHOKLEY,0.040609,9:25:00,121.7558,-2200,2082.353,51142.59
25-06-2021,APOLLOHOSP,0.015609,9:25:00,3273.867,-2200,43.7037,28779.76
28-06-2021,NAVINFLUOR,0.014282,9:30:00,3662.505,-2200,79.19463,58018.78
28-06-2021,ONGC,0.013648,9:30:00,123.3275,6253.097,3933.333,97586
28-06-2021,IGL,0.016876,9:35:00,530.6617,-2200,722.449,77020.29
30-06-2021,SIEMENS,0.013829,9:20:00,2006.527,-2200,204.6243,82391.97
30-06-2021,CIPLA,0.012862,9:20:00,982.7299,5335.045,426.506,84021.69
30-06-2021,LALPATHLAB,0.011227,9:25:00,3224.732,-2200,77.63158,50243.16
02-07-2021,HEROMOTOCO,0.012831,9:20:00,2940.747,2925.13,135.6322,79887.36
02-07-2021,AUROPHARMA,0.012086,9:30:00,987.8243,-2200,316.0714,62695.93
02-07-2021,BAJAJFINSV,0.012906,9:40:00,1186.87,8143.52,680.7692,161614.6
05-07-2021,NAUKRI,0.022348,9:30:00,5542.306,3807.921,39.73064,44299.66
06-07-2021,ONGC,0.016949,9:20:00,122.6922,-2200,3218.182,79585.64
06-07-2021,IRCTC,0.012192,9:20:00,438.9526,3742.195,513.0435,45240.17
06-07-2021,INDIGO,0.013696,9:40:00,1799.382,10855.3,283.2,102164.4
07-07-2021,ASIANPAINT,0.020816,9:35:00,3041.291,-686.327,361.2245,219769
08-07-2021,NAUKRI,0.01593,9:30:00,5442.358,6529.716,70.8,77455.2
12-07-2021,TATAMOTORS,0.014691,9:20:00,307.8612,-2200,1475,90978
12-07-2021,VEDL,0.012705,9:20:00,273.119,1363.85,600,32784
12-07-2021,CONCOR,0.012464,9:25:00,690.629,4919.407,397.7528,55478.56
12-07-2021,MPHASIS,0.01247,9:30:00,2241.027,3723.954,132.0896,59214.43
13-07-2021,ICICIBANK,0.013772,9:25:00,653.7578,-2200,1106.25,145339.1
13-07-2021,BANDHANBNK,0.010613,9:30:00,317.5929,1427.384,2360,149978
14-07-2021,NMDC,0.024447,9:20:00,173.4065,3708.572,1609.091,56125.09
14-07-2021,ADANIENT,0.022078,9:20:00,1423.662,5829.089,245.8333,70146.08
14-07-2021,AUROPHARMA,0.013637,9:20:00,964.3822,-2200,234.4371,45269.8
15-07-2021,LTIM,0.010772,9:30:00,4330.371,-2200,78.84187,68592.43
15-07-2021,LTTS,0.080403,9:40:00,3264.953,-2200,81.7552,54322.24
16-07-2021,HDFCAMC,0.013561,9:20:00,3144.083,-2200,81.7552,51885.94
16-07-2021,APLLTD,0.010875,9:20:00,968.0935,-2200,478.3784,92628.41
20-07-2021,AMBUJACEM,0.011512,9:30:00,392.8615,-2200,643.6364,50853.71
22-07-2021,HAVELLS,0.034842,9:20:00,1126.478,-2200,83.68794,19003.86
22-07-2021,ICICIPRULI,0.033399,9:20:00,630.5481,2022.992,190.3226,24576.35
22-07-2021,IBULHSGFIN,0.026509,9:20:00,272.179,629.1497,753.1915,41651.49
23-07-2021,JSWSTEEL,0.014444,9:20:00,720.0505,466.6082,402.2727,57943.36
23-07-2021,MPHASIS,0.069909,9:25:00,2564.56,-2200,inf,inf
23-07-2021,ULTRACEMCO,0.018877,9:25:00,7510.376,-2200,40.68966,61246.07
26-07-2021,JINDALSTEL,0.09995,9:25:00,409.7973,13211.84,1361.538,112694.5
27-07-2021,ZYDUSLIFE,0.015606,9:20:00,612.9914,-2200,655.5556,80895.56
27-07-2021,SBILIFE,0.01983,9:30:00,1091.82,-2200,232.8947,50976
28-07-2021,INDUSINDBK,0.016602,9:25:00,990.1505,-2200,448.1013,89127.34
28-07-2021,GRANULES,0.014393,9:25:00,374.0985,1486.178,270.229,20394.18
28-07-2021,SUNTV,0.011793,9:30:00,541.861,2847.711,610.3448,66161.38
29-07-2021,MGL,0.058745,9:20:00,1142.726,2899.376,71.80527,16534.6
29-07-2021,BIOCON,0.040084,9:20:00,387.9238,3908.347,484.9315,37955.59
29-07-2021,COFORGE,0.017299,9:40:00,4926.908,-2200,49.16667,48883.47
30-07-2021,TECHM,0.050718,9:25:00,1185.338,-2200,142.1687,34387.76
30-07-2021,DEEPAKNTR,0.036378,9:25:00,1941.02,-2200,194.5055,76036.09
30-07-2021,CONCOR,0.045548,9:40:00,654.2873,3570.901,249.2958,32814.8
02-08-2021,IRCTC,0.059088,9:20:00,477.6413,-2200,520.5882,50622
02-08-2021,TATAMOTORS,0.01769,9:20:00,296.3712,681.5125,1361.538,81025.15
02-08-2021,MARUTI,0.017527,9:20:00,7032.525,-1248.48,79.01786,111614.3
02-08-2021,CONCOR,0.025004,9:40:00,664.9974,-2200,448.1013,59955.95
03-08-2021,HDFC,0.021506,9:20:00,2485.488,-2200,151.2821,75707.59
03-08-2021,ADANIENT,0.020025,9:20:00,1447.744,1509.335,264.1791,76630.43
03-08-2021,WIPRO,0.01984,9:20:00,594.8064,-2200,842.8571,100342.1
03-08-2021,ASTRAL,0.015468,9:40:00,1694.819,9080.52,313.2743,106582.2
04-08-2021,ZEEL,0.014684,9:20:00,208.3271,5158.971,600,25290
04-08-2021,ASTRAL,0.013085,9:20:00,1690.483,-2200,153.2468,52096.23
04-08-2021,ADANIPORTS,0.018367,9:25:00,710.6954,8655.889,536.3636,76378.18
04-08-2021,AUBANK,0.014251,9:25:00,609.1756,-2200,372.6316,45516.95
05-08-2021,SBILIFE,0.029335,9:25:00,1142.731,-2200,244.1379,55888.06
05-08-2021,LALPATHLAB,0.013815,9:25:00,3924.879,594.7526,49.57983,39250.37
06-08-2021,HINDPETRO,0.018868,9:25:00,266.879,-2200,1220.69,65245.86
06-08-2021,ASTRAL,0.013178,9:30:00,1666.652,-2200,544.6154,181819.8
06-08-2021,TATACHEM,0.05011,9:40:00,831.1053,5967.549,364.9485,61249.3
09-08-2021,TECHM,0.020402,9:20:00,1283.02,83.53812,104.7337,27015.02
09-08-2021,METROPOLIS,0.015035,9:25:00,2906.866,38825.04,333.9623,194386.1
09-08-2021,MARICO,0.023839,9:30:00,533.6063,7027.047,804.5455,86166.82
09-08-2021,TORNTPHARM,0.017984,9:30:00,1539.165,-2200,528.3582,162956.2
10-08-2021,PFIZER,0.012217,9:35:00,5865.021,-2200,406.8966,477342.6
11-08-2021,SAIL,0.023183,9:20:00,129.4164,-2200,1685.714,44115.14
11-08-2021,TATASTEEL,0.012013,9:20:00,139.3606,-2200,1966.667,55283
11-08-2021,JINDALSTEL,0.012611,9:30:00,413.4364,-2200,786.6667,65568.67
13-08-2021,LUPIN,0.012347,9:20:00,981.9802,1730.918,295,58026.5
13-08-2021,ASTRAL,0.010087,9:20:00,1503.753,-2200,239.1892,71943.32
13-08-2021,MCDOWELL-N,0.010595,9:25:00,659.3654,-2200,823.2558,108694.5
16-08-2021,TATASTEEL,0.015395,9:25:00,147.7214,-2200,2723.077,80630.31
17-08-2021,AARTIIND,0.012063,9:35:00,963.8448,2736.98,239.1892,46235.27
18-08-2021,ZYDUSLIFE,0.012921,9:20:00,532.6226,-2200,491.6667,52465.75
18-08-2021,HDFCBANK,0.027762,9:25:00,1540.427,7982.817,256.5217,79408.87
18-08-2021,RAMCOCEM,0.011086,9:30:00,989.7721,-2200,347.0588,68922.41
23-08-2021,SRF,0.043762,9:20:00,1799.216,2056.382,137.7432,49868.54
23-08-2021,SAIL,0.02521,9:20:00,119.8332,10999.37,2082.353,50163.88
23-08-2021,ZYDUSLIFE,0.050762,9:30:00,555.7541,-2200,520.5882,58233
23-08-2021,AUROPHARMA,0.045661,9:30:00,706.868,-2200,393.3333,55853.33
24-08-2021,PFIZER,0.020791,9:30:00,5800.532,-2200,99.4382,115484.5
24-08-2021,HINDALCO,0.020032,9:30:00,416.3638,-2200,769.5652,64351.04
24-08-2021,JINDALSTEL,0.017464,9:30:00,372.1195,636.2822,520.5882,38940
24-08-2021,VEDL,0.021354,9:35:00,280.8014,-2200,708,39895.8
25-08-2021,NMDC,0.013893,9:20:00,156.1733,-2200,2723.077,85422.92
25-08-2021,TATAMOTORS,0.010722,9:25:00,284.4527,-2200,1685.714,96406
